         MJD         m       dm     uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57314.428629 19.696897      NaN    -4.5    16 c    0   1.58 34.45296 35.80809  4975.15  8729.21 4.24 3.60 -68.2 -0.447    19.52 21.55 02a57314o0337c 0xc00800        -2.5
57314.447680 19.652575      NaN    -0.5    16 c    0   1.29 34.45296 35.80809  4974.48  8733.23 4.21 3.65 -68.8 -0.440    19.52 21.56 02a57314o0363c 0xc00800        -2.5
57314.475946 18.757738      NaN   -45.5    38 c    0   1.09 34.45296 35.80809  4199.70  3362.89 4.37 3.75 -23.5 -0.434    18.64 20.54 02a57314o0403c 0xc00900        -2.5
57314.502496 19.401649      NaN   -53.5    21 c    0   1.22 34.45296 35.80809  4188.75  3365.97 4.35 3.74 -21.9 -0.433    19.18 21.13 02a57314o0443c 0xc00800        -2.5
57316.405599 18.878500      NaN    30.5    23 c    0   1.12 34.45296 35.80809  4984.51  8720.47 4.42 3.88 -64.4 -0.430    19.10 20.85 02a57316o0301c 0xc00800        -2.5
57316.419422 19.609992      NaN    -1.5    17 c    0   1.64 34.45296 35.80809  4987.99  8725.03 4.23 3.67 -67.9 -0.448    19.24 21.02 02a57316o0321c 0xc00800        -2.5
57316.447895 19.089302      NaN    24.5    19 c    0   1.02 34.45296 35.80809  4195.56  3365.92 4.71 3.96 -22.5 -0.399    19.45 21.53 02a57316o0364c 0xc00800        -2.5
57316.475810 19.436675      NaN     4.5    18 c    0   1.13 34.45296 35.80809  4187.85  3369.75 4.58 3.88 -25.5 -0.411    19.43 21.42 02a57316o0405c 0xc00800        -2.5
57395.294228 19.652575      NaN    -0.5    16 c    0   1.27 34.45296 35.80809  5999.86  1505.22 4.28 3.82  -3.2 -0.428    19.57 21.56 02a57395o0168c 0xc00800        -2.5
57395.310015 19.652575 0.325721    47.5    15 c    0   1.48 34.45296 35.80809  6326.60  2103.03 4.04 3.76  -4.0 -0.410    19.56 21.52 02a57395o0193c 0xc00800        -2.5
