Nested Sampling Global Log-Evidence           :   -0.363418355862144892E+03  +/-    0.697332297806182000E+00
Nested Importance Sampling Global Log-Evidence:   -0.365886570381381091E+03  +/-    0.425522311698733266E-01

Dim No.       Mean        Sigma
   1    0.836829095365093506E-01    0.223464778784943710E-01
   2   -0.208202435353195554E+02    0.305163591474951845E+01
   3    0.850710042254938181E+00    0.130918139271863299E+00
   4    0.204162095912421293E+01    0.230090725635090504E-01
   5    0.713410373473959136E-02    0.360426145333260950E-03
   6    0.229813381674300476E+01    0.178421141878046946E-01
   7   -0.167503417204647698E+01    0.409443408607800596E+00
   8   -0.127083548081698139E+00    0.251897703562638763E-01
   9   -0.247972413168880390E+01    0.206815156585643400E+01
  10   -0.180839700256909708E+00    0.119771846721333300E+00
  11    0.566989203879253584E-01    0.537586765416855003E-01
  12    0.111759660005679370E-01    0.302327477311238185E-01
  13   -0.183912633348425475E+00    0.144223169950991659E+00
  14   -0.105462522544191062E+01    0.483559744754226833E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.724677808859805345E-01
   2   -0.185217024243642534E+02
   3    0.749985521717758674E+00
   4    0.204348800693964971E+01
   5    0.715036499960562157E-02
   6    0.232041937960383926E+01
   7   -0.125483861083166448E+01
   8   -0.916508330394981419E-01
   9   -0.312341123181627278E+01
  10   -0.140208087200483972E+00
  11    0.213998382022585060E-02
  12    0.454238361493527754E-01
  13   -0.304965221639156348E+00
  14   -0.101302624741463410E+01

MAP Parameters
Dim No.        Parameter
   1    0.724677808859805345E-01
   2   -0.185217024243642534E+02
   3    0.749985521717758674E+00
   4    0.204348800693964971E+01
   5    0.715036499960562157E-02
   6    0.232041937960383926E+01
   7   -0.125483861083166448E+01
   8   -0.916508330394981419E-01
   9   -0.312341123181627278E+01
  10   -0.140208087200483972E+00
  11    0.213998382022585060E-02
  12    0.454238361493527754E-01
  13   -0.304965221639156348E+00
  14   -0.101302624741463410E+01
