Nested Sampling Global Log-Evidence           :   -0.562708532403932615E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.613957053545374976E+01  +/-    0.762398776087142710E-01

Dim No.       Mean        Sigma
   1    0.964250596510488195E-01    0.125411873735824307E-02
   2   -0.257771605514333402E+02    0.150816561105029529E+00
   3    0.107527704370012089E+01    0.713889944783698601E-02
   4    0.850752459631073044E+00    0.357614677461761329E-01
   5    0.754945594255199397E-02    0.192459906289567720E-03
   6    0.210512504337900630E+01    0.202276528384214872E-02
   7   -0.194432408538036117E+01    0.209387012196778161E+00
   8   -0.111003746541012055E+00    0.301800429521298635E-02
   9   -0.431500019580867988E+01    0.100166434530248635E+00
  10   -0.426130425505179614E-01    0.111935048493108664E-01
  11   -0.553403117488931724E-03    0.152998071865675673E-01
  12   -0.150740479128911919E+00    0.315057355476014919E-01
  13   -0.778257527472365207E-01    0.568732021557788892E-02
  14   -0.110186975580622248E+01    0.439017844169452536E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.972716128544595104E-01
   2   -0.257975539520115795E+02
   3    0.107775545016048402E+01
   4    0.801092747210347067E+00
   5    0.721422076933496415E-02
   6    0.210324978591591938E+01
   7   -0.188583546726444884E+01
   8   -0.110302607835761610E+00
   9   -0.428967106858289693E+01
  10   -0.516518004441738621E-01
  11    0.153489527366598207E-01
  12   -0.129549945908749187E+00
  13   -0.795250352206187255E-01
  14   -0.110518332603447367E+01

MAP Parameters
Dim No.        Parameter
   1    0.947033685207757936E-01
   2   -0.259035146138531935E+02
   3    0.108756426463458444E+01
   4    0.802162673769815537E+00
   5    0.768005376103881015E-02
   6    0.210491750535158229E+01
   7   -0.159192797876781511E+01
   8   -0.117677464870019177E+00
   9   -0.422919742135523524E+01
  10   -0.361493927418640379E-01
  11    0.318853235301730462E-02
  12   -0.158397299052669194E+00
  13   -0.723540806764004230E-01
  14   -0.109902456620932876E+01
