Nested Sampling Global Log-Evidence           :   -0.127890762475020714E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.165671383057794652E+01  +/-    0.460746224762553641E-01

Dim No.       Mean        Sigma
   1    0.231264198088588530E+00    0.371036188325178391E-02
   2   -0.310244214933072051E+02    0.631999239547258895E+00
   3    0.141100847736871415E+01    0.843735922156600010E-02
   4    0.118748123979478026E+01    0.142710042291650852E+00
   5    0.685048124825852339E-02    0.412092364216147284E-03
   6    0.198797779009489006E+01    0.438596795515765799E-02
   7   -0.184323018441011066E+01    0.169476931573637107E+00
   8   -0.584451915934014257E-01    0.393368823156567127E-01
   9   -0.578565543921662595E+00    0.138167055993701027E+01
  10   -0.150491459844506598E+00    0.795451017890150824E-01
  11    0.145883115610783605E-01    0.744046467745924645E-01
  12   -0.433213561144394133E+00    0.143528952159193979E+00
  13   -0.203441188593137118E+00    0.676650788205854503E-01
  14   -0.109114426147748467E+01    0.229248396064969488E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.235405529642482375E+00
   2   -0.312720355487684571E+02
   3    0.140845154674512640E+01
   4    0.110587771347681207E+01
   5    0.731530837999846452E-02
   6    0.199178231657598315E+01
   7   -0.169555959728336791E+01
   8   -0.530088576419978225E-01
   9   -0.966858478748801820E+00
  10   -0.751296771833066673E-01
  11    0.154217519588610796E+00
  12   -0.432894013318141480E+00
  13   -0.204100053272673998E+00
  14   -0.108351804016138775E+01

MAP Parameters
Dim No.        Parameter
   1    0.228389246439420601E+00
   2   -0.306396587545934445E+02
   3    0.143236113964913137E+01
   4    0.114086982261256487E+01
   5    0.691965650728692747E-02
   6    0.198869847891216245E+01
   7   -0.145563623587198765E+01
   8    0.227904879596872167E-01
   9   -0.279280987443774675E+01
  10   -0.264674666366847333E+00
  11   -0.789198187527474643E-01
  12   -0.430374430293185783E+00
  13   -0.269235133487280787E+00
  14   -0.109092615485399635E+01
