    0.365994712159605329E+00   -0.424939337919886313E+02    0.751410128856086379E+00    0.753035255026986317E+00    0.323284467652863380E-02    0.776225424375444284E+00   -0.247200331310897914E+01    0.538195004539460398E-01   -0.432651835365556892E+01   -0.414548402123180032E-01   -0.227330176166518932E+00   -0.578682099574621800E+00    0.251860871740295478E+00   -0.122467925822000612E+01    0.641138711132513861E+00    0.478956127684363864E+01    0.166765071415961437E+02    0.120060298850382341E+01    0.712229371983710974E-01    0.610898787678955335E+00   -0.241922067835273280E+01
    0.373694503064292471E+00   -0.412010002757370302E+02    0.114512632938169645E+01    0.845085575332352068E+00    0.465584305157286642E-02    0.738417862268355707E+00   -0.255932192137122705E+01    0.516049133113971881E-01   -0.355446082661406138E+01   -0.171084300938124489E+00   -0.103098057483141187E+00   -0.494938082526618972E+00    0.512354664358230169E-01   -0.121618813949105009E+01    0.617107014815524324E+00    0.268476348047786662E+01    0.204425690038721370E+02    0.120898595871865733E+01    0.843395763920908592E-01    0.692146636781872604E+00   -0.184028926632224210E+01
    0.373694503064292471E+00   -0.412010002757370302E+02    0.114512632938169645E+01    0.845085575332352068E+00    0.465584305157286642E-02    0.738417862268355707E+00   -0.255932192137122705E+01    0.516049133113971881E-01   -0.355446082661406138E+01   -0.171084300938124489E+00   -0.103098057483141187E+00   -0.494938082526618972E+00    0.512354664358230169E-01   -0.121618813949105009E+01    0.617107014815524324E+00    0.268476348047786662E+01    0.204425690038721370E+02    0.120898595871865733E+01    0.843395763920908592E-01    0.692146636781872604E+00   -0.184028926632224210E+01
    0.372667238372276888E+00   -0.438180863215713856E+02    0.664032512384946871E+00    0.835495275819468142E+00    0.546536411267162670E-02    0.767008465179030763E+00   -0.256769484194622954E+01    0.585286661694807142E-01   -0.512149139318045332E+01   -0.115900698051789985E+00   -0.226550639357921718E+00   -0.216519227189940211E+00    0.318451882556991528E-02   -0.118474650526830416E+01    0.650777513219802484E+00    0.503167132648075199E+01    0.213435405033488088E+02    0.114928786706841968E+01    0.685905583160474203E-01    0.279075853781486416E+00   -0.179290085901571428E+01
    0.372667238372276888E+00   -0.438180863215713856E+02    0.664032512384946871E+00    0.835495275819468142E+00    0.546536411267162670E-02    0.767008465179030763E+00   -0.256769484194622954E+01    0.585286661694807142E-01   -0.512149139318045332E+01   -0.115900698051789985E+00   -0.226550639357921718E+00   -0.216519227189940211E+00    0.318451882556991528E-02   -0.118474650526830416E+01    0.650777513219802484E+00    0.503167132648075199E+01    0.213435405033488088E+02    0.114928786706841968E+01    0.685905583160474203E-01    0.279075853781486416E+00   -0.179290085901571428E+01
    0.350090308709839426E+00   -0.435108675073392206E+02    0.983489003600237277E+00    0.762789147901029696E+00    0.460587735706492144E-02    0.800785510188959604E+00   -0.259518703685162633E+01    0.288523270939429546E-01   -0.417793799942897781E+01    0.772526684673446734E-01   -0.148647130801979721E+00   -0.318649045599870562E+00    0.284660028656475772E+00   -0.126660024563720230E+01    0.643108914264192588E+00    0.422274758926910820E+01    0.183470548728460052E+02    0.111861978990181621E+01    0.334801831452457288E-01    0.785606617014361186E+00   -0.178353355706587724E+01
    0.350090308709839426E+00   -0.435108675073392206E+02    0.983489003600237277E+00    0.762789147901029696E+00    0.460587735706492144E-02    0.800785510188959604E+00   -0.259518703685162633E+01    0.288523270939429546E-01   -0.417793799942897781E+01    0.772526684673446734E-01   -0.148647130801979721E+00   -0.318649045599870562E+00    0.284660028656475772E+00   -0.126660024563720230E+01    0.643108914264192588E+00    0.422274758926910820E+01    0.183470548728460052E+02    0.111861978990181621E+01    0.334801831452457288E-01    0.785606617014361186E+00   -0.178353355706587724E+01
    0.376705379648173411E+00   -0.412900638473691046E+02    0.510930991906290211E+00    0.875698252197782301E+00    0.526484704311412557E-02    0.918174404922353471E+00   -0.244418871814365168E+01    0.305024741350944234E-01   -0.615777523176753228E+01   -0.517430843069067239E-01   -0.165452649548871095E+00   -0.132721703788864387E+00    0.104864014381619769E+00   -0.123241132795214803E+01    0.668031144143635069E+00    0.422949516730926245E+01    0.209312821984140278E+02    0.120535037783802301E+01    0.534865099956673418E-01    0.621447737729566962E+00   -0.166553770271655299E+01
    0.376705379648173411E+00   -0.412900638473691046E+02    0.510930991906290211E+00    0.875698252197782301E+00    0.526484704311412557E-02    0.918174404922353471E+00   -0.244418871814365168E+01    0.305024741350944234E-01   -0.615777523176753228E+01   -0.517430843069067239E-01   -0.165452649548871095E+00   -0.132721703788864387E+00    0.104864014381619769E+00   -0.123241132795214803E+01    0.668031144143635069E+00    0.422949516730926245E+01    0.209312821984140278E+02    0.120535037783802301E+01    0.534865099956673418E-01    0.621447737729566962E+00   -0.166553770271655299E+01
    0.393870547880347199E+00   -0.423897876159483076E+02    0.328603052952063324E+00    0.647496951325826631E+00    0.294018982989696252E-02    0.826082197974432830E+00   -0.258154432416891089E+01    0.286825704408927018E-01   -0.755930560935624207E+01    0.344753871868251488E-01   -0.171884804585456075E+00   -0.765537006163269140E+00    0.162297262840919887E+00   -0.120655808495155270E+01    0.630878511291722233E+00    0.450272604103969876E+01    0.221805589894246253E+02    0.117488499604426311E+01    0.345043938390240598E-01    0.825407134279707244E+00   -0.165485114315435777E+01
