Nested Sampling Global Log-Evidence           :   -0.277431754807367703E+02  +/-    0.587870780203257115E+00
Nested Importance Sampling Global Log-Evidence:   -0.330159149091931354E+02  +/-    0.478637569779903696E-01

Dim No.       Mean        Sigma
   1    0.442421218253215079E-01    0.168950128113924437E-01
   2   -0.242662969608889618E+02    0.992507688759941220E+00
   3    0.771502602004791260E+00    0.321124296326937494E-01
   4    0.174014814937522111E+01    0.385023099171353383E-01
   5    0.429482359804640550E-02    0.925495778523159163E-03
   6    0.187020983285771125E+01    0.262627640520711574E-01
   7   -0.174873009713440464E+01    0.453483909820500741E+00
   8   -0.584855628961320761E-01    0.349793137611884922E-01
   9   -0.164568797590093530E+01    0.332974451231667246E+01
  10   -0.292871773663825052E+00    0.153148635087822310E+00
  11   -0.143539549109100689E+00    0.985155446731788426E-01
  12   -0.167445793600131732E+00    0.205578650308918448E+00
  13   -0.983994363580019543E-01    0.583165826563063414E-01
  14   -0.105959206381320925E+01    0.512474802340438587E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.288805222202601769E-01
   2   -0.251827653227691854E+02
   3    0.741791409665099821E+00
   4    0.172954102155796052E+01
   5    0.342059287600975787E-02
   6    0.187389971606237360E+01
   7   -0.239813161151101006E+01
   8    0.212219977575122121E-01
   9   -0.482705488564478191E+01
  10   -0.440188818891310452E+00
  11   -0.320495303754241567E+00
  12   -0.125482547756038565E+00
  13   -0.673247630174106521E-01
  14   -0.119370238434377396E+01

MAP Parameters
Dim No.        Parameter
   1    0.288805222202601769E-01
   2   -0.251827653227691854E+02
   3    0.741791409665099821E+00
   4    0.172954102155796052E+01
   5    0.342059287600975787E-02
   6    0.187389971606237360E+01
   7   -0.239813161151101006E+01
   8    0.212219977575122121E-01
   9   -0.482705488564478191E+01
  10   -0.440188818891310452E+00
  11   -0.320495303754241567E+00
  12   -0.125482547756038565E+00
  13   -0.673247630174106521E-01
  14   -0.119370238434377396E+01
