Nested Sampling Global Log-Evidence           :   -0.113091122427985198E+02  +/-    0.327655757577472118E+00
Nested Importance Sampling Global Log-Evidence:   -0.161003705601649578E+02  +/-    0.465162425279716102E-01

Dim No.       Mean        Sigma
   1    0.834914857327235804E-01    0.331947303967494375E-01
   2   -0.216814879005486425E+02    0.325739284643437355E+01
   3    0.845647354960713749E+00    0.133820699859654058E+00
   4    0.152923081501563107E+01    0.428381434260873994E+00
   5    0.930970018490141597E-02    0.272553037364119295E-02
   6    0.175881128982809876E+01    0.272630754419777299E+00
   7   -0.181023519281885115E+01    0.420440681500309832E+00
   8   -0.639246335431518792E-01    0.484973579420192522E-01
   9   -0.545219664855354136E+01    0.275588234305748303E+01
  10   -0.644078264870453082E-01    0.119324537533053221E+00
  11   -0.133653318998775833E-01    0.134264890643860879E+00
  12   -0.196292175661301194E+00    0.153979851743409529E+00
  13   -0.974850953387762648E-01    0.166862527425704649E+00
  14   -0.105060825249534817E+01    0.471902963910051654E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.734492916537470980E-01
   2   -0.211858476238318900E+02
   3    0.962907186600257647E+00
   4    0.124221072505293950E+01
   5    0.564301186956977889E-02
   6    0.177278180768292604E+01
   7   -0.140415976585655544E+01
   8   -0.148831882730403389E-01
   9   -0.484338232928996870E+01
  10   -0.852896291545001406E-01
  11    0.492835781813015308E-01
  12   -0.140358423058799614E+00
  13   -0.264201129567758625E-01
  14   -0.100150709474819699E+01

MAP Parameters
Dim No.        Parameter
   1    0.734492916537470980E-01
   2   -0.211858476238318900E+02
   3    0.962907186600257647E+00
   4    0.124221072505293950E+01
   5    0.564301186956977889E-02
   6    0.177278180768292604E+01
   7   -0.140415976585655544E+01
   8   -0.148831882730403389E-01
   9   -0.484338232928996870E+01
  10   -0.852896291545001406E-01
  11    0.492835781813015308E-01
  12   -0.140358423058799614E+00
  13   -0.264201129567758625E-01
  14   -0.100150709474819699E+01
