Nested Sampling Global Log-Evidence           :   -0.119496559505941935E+02  +/-    0.369851876937693169E+00
Nested Importance Sampling Global Log-Evidence:   -0.163397369857466153E+02  +/-    0.365707766632029641E-01

Dim No.       Mean        Sigma
   1    0.105774583589310855E+00    0.404118062797774596E-01
   2   -0.210896995334828077E+02    0.311104056827828490E+01
   3    0.103412106179056873E+01    0.110370718410515947E+00
   4    0.143978329253252646E+01    0.309097665784612341E+00
   5    0.799624560248783124E-02    0.346438966857672177E-02
   6    0.194846781025804128E+01    0.669885889109360089E-01
   7   -0.179568770390034493E+01    0.447761080445323645E+00
   8   -0.256103538845491238E-01    0.483419615814370332E-01
   9   -0.314973344182647041E+01    0.292944316495716528E+01
  10   -0.179892048333215787E+00    0.115715880071573643E+00
  11   -0.414944646692313387E-01    0.144974672444430769E+00
  12   -0.228577098237737641E+00    0.215935474252262893E+00
  13   -0.147702581558419616E+00    0.106416724501828278E+00
  14   -0.106965935992501215E+01    0.615882262321965634E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.136494858598932872E+00
   2   -0.188802553393999268E+02
   3    0.990524602171277468E+00
   4    0.143583876754624296E+01
   5    0.118097188889307262E-01
   6    0.196156708817166359E+01
   7   -0.102977014361655517E+01
   8   -0.520369661915549217E-01
   9   -0.492490587280020442E+01
  10   -0.933385358557820705E-01
  11    0.414820321121188371E-01
  12   -0.379051006526821721E+00
  13   -0.131231971913450152E+00
  14   -0.103551195343526548E+01

MAP Parameters
Dim No.        Parameter
   1    0.136494858598932872E+00
   2   -0.188802553393999268E+02
   3    0.990524602171277468E+00
   4    0.143583876754624296E+01
   5    0.118097188889307262E-01
   6    0.196156708817166359E+01
   7   -0.102977014361655517E+01
   8   -0.520369661915549217E-01
   9   -0.492490587280020442E+01
  10   -0.933385358557820705E-01
  11    0.414820321121188371E-01
  12   -0.379051006526821721E+00
  13   -0.131231971913450152E+00
  14   -0.103551195343526548E+01
