         MJD         m       dm   uJy  duJy F  err  chi/N       RA      Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57399.620255 19.766969      NaN    -6    15 c    0   1.20 197.6278 -1.31753  7208.93 3259.57 3.74 3.58  26.2 -0.407    19.51 21.38 02a57399o0673c -0.400000
57399.643693 19.766969      NaN    -6    15 c    0   1.01 197.6278 -1.31753  6878.63 2665.77 3.77 3.55  16.6 -0.419    19.53 21.38 02a57399o0707c -0.400000
57399.656312 19.419021      NaN    20    14 c    0   1.15 197.6278 -1.31753  7726.71 3824.27 3.65 3.47  62.0 -0.405    19.52 21.35 02a57399o0726c  1.428571
57399.658479 18.910912      NaN   -12    33 c    0   0.89 197.6278 -1.31753  8025.71 2068.93 3.79 3.60  26.1 -0.426    19.49 21.33 02a57399o0729c -0.363636
57436.395205 18.237955      NaN    19    55 c    0   1.04 197.6278 -1.31753  8002.22 3004.06 4.61 4.29  28.8 -0.367    18.14 19.23 02a57436o0300c  0.345455
57436.408823 18.459772      NaN   -73    50 c    0   0.93 197.6278 -1.31753  8288.44 3587.77 4.34 4.08  43.6 -0.381    18.28 19.39 02a57436o0323c -1.460000
57436.422408 18.615142      NaN     4    42 c    0   0.98 197.6278 -1.31753  7119.51 4169.91 4.41 4.30  42.4 -0.356    18.33 19.49 02a57436o0346c  0.095238
57436.436041 18.163834      NaN    83    38 c    0   0.80 197.6278 -1.31753  6846.93 3975.77 4.13 4.02  43.7 -0.366    18.45 19.61 02a57436o0369c  2.184211
57452.579498 19.631075      NaN     9    14 c    0   1.00 197.6278 -1.31753  2794.55 8079.43 3.73 3.56 -65.1 -0.418    19.65 21.62 02a57452o0633c  0.642857
57452.601793 19.472870      NaN    11    16 c    0   0.96 197.6278 -1.31753  2507.47 7497.36 3.82 3.60 -61.5 -0.416    19.57 21.48 02a57452o0676c  0.687500
57452.624263 19.549093      NaN    10    15 c    0   1.00 197.6278 -1.31753  3674.79 6917.58 3.72 3.52 -67.1 -0.408    19.51 21.38 02a57452o0719c  0.666667
57452.646861 19.351140      NaN    12    18 c    0   0.91 197.6278 -1.31753  3795.27 6688.69 3.67 3.49 -64.7 -0.410    19.42 21.21 02a57452o0762c  0.666667
57460.552256 19.287255      NaN    19    17 c    0   0.84 197.6278 -1.31753  2911.25 7844.83 3.74 3.59 -45.2 -0.434    19.57 21.47 02a57460o0679c  1.117647
57460.575931 19.674510      NaN     1    16 c    0   0.69 197.6278 -1.31753  2621.38 7264.85 3.74 3.48 -61.7 -0.429    19.58 21.47 02a57460o0722c  0.062500
57460.598204 19.674510      NaN     7    14 c    0   1.26 197.6278 -1.31753  3789.41 6686.17 3.71 3.49 -63.4 -0.411    19.53 21.40 02a57460o0765c  0.500000
57460.620826 19.766969      NaN     0    15 c    0   0.97 197.6278 -1.31753  3792.61 6687.79 3.73 3.50 -56.4 -0.412    19.48 21.33 02a57460o0808c  0.000000
57480.508123 19.652575      NaN     2    16 c    0   1.13 197.6278 -1.31753  2622.70 7893.90 3.79 3.57 -65.1 -0.417    19.53 21.41 02a57480o0596c  0.125000
57480.531583 18.978793      NaN    39    18 c    0   0.86 197.6278 -1.31753  2335.73 7313.01 3.76 3.52 -57.9 -0.428    19.42 21.17 02a57480o0641c  2.166667
57480.555125 19.197966      NaN    25    17 c    0   0.95 197.6278 -1.31753  3503.99 6736.25 3.67 3.47 -63.9 -0.415    19.32 20.99 02a57480o0686c  1.470588
57480.578528 19.241693      NaN    16    19 c    0   0.89 197.6278 -1.31753  3779.71 6679.25 3.66 3.45 -64.1 -0.416    19.23 20.83 02a57480o0731c  0.842105
57490.431970 19.696897      NaN    -4    16 c    0   1.13 197.6278 -1.31753  2658.05 7731.10 4.08 3.83  -4.2 -0.410    19.52 21.53 02a57490o0485c -0.250000
57490.450418 19.766969      NaN     0    15 c    0   1.05 197.6278 -1.31753  2369.04 7149.16 3.78 3.65 -72.4 -0.406    19.55 21.46 02a57490o0516c  0.000000
57490.469679 19.419021      NaN    14    16 c    0   0.95 197.6278 -1.31753  3535.02 6574.48 3.67 3.54 -78.5 -0.396    19.55 21.42 02a57490o0548c  0.875000
57490.489227 19.436675      NaN    10    17 c    0   0.86 197.6278 -1.31753  3787.61 6671.25 3.69 3.57 -80.3 -0.391    19.51 21.37 02a57490o0580c  0.588235
