         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57229.260422 18.623526      NaN    -26    43 o    0   1.08 197.6278 -1.31753  3376.25  7354.18  3.67 3.51 -72.3 -0.446    18.45 19.47 02a57229o0036o  -0.604651
57229.285564 18.574166      NaN    -60    45 o    0   1.04 197.6278 -1.31753  3367.12  7363.06  3.80 3.57 -62.2 -0.437    18.42 19.48 02a57229o0071o  -1.333333
57358.650908 18.273950      NaN     64    38 o    0   0.98 197.6278 -1.31753  7190.45  3377.98  4.20 3.75   5.1 -0.392    18.40 19.58 02a57358o0761o   1.684211
57358.666237 16.929579      NaN      8   202 o    0   1.07 197.6278 -1.31753  6906.02  2797.21  4.34 3.68   4.1 -0.457    17.01 16.91 02a57358o0786o   0.039604
57359.659580 17.782105      NaN    124    52 o    0   1.16 197.6278 -1.31753  7192.60  3380.50  3.55 3.47  57.2 -0.444    18.11 18.79 02a57359o0645o   2.384615
57408.640761 19.351140      NaN     15    17 o    0   1.30 197.6278 -1.31753  2986.07  7866.91  3.58 3.38  89.6 -0.455    19.15 20.64 02a57408o0707o   0.882353
57408.649828 19.038793      NaN     28    20 o    0   1.22 197.6278 -1.31753  2697.09  7284.33  3.59 3.34 -79.2 -0.451    19.17 20.67 02a57408o0722o   1.400000
57408.665456 19.076453      NaN     19    22 o    0   1.28 197.6278 -1.31753  3563.87  8450.97  3.47 3.33  83.8 -0.454    19.10 20.51 02a57408o0747o   0.863636
57408.670316 19.212347      NaN    -32    25 o    0   1.03 197.6278 -1.31753  3861.25  6703.89  3.53 3.30 -85.6 -0.453    18.89 20.11 02a57408o0755o  -1.280000
57445.587945 18.417189      NaN     -1    52 o    0   0.98 197.6278 -1.31753  2645.95  7963.45  3.53 3.30 -67.1 -0.478    18.42 19.30 02a57445o0742o  -0.019231
57445.610591 18.649074      NaN     -6    42 o    0   1.04 197.6278 -1.31753  2358.67  7383.22  3.67 3.29 -63.5 -0.473    18.39 19.26 02a57445o0783o  -0.142857
57445.633962 18.431198      NaN     22    44 o    0   1.07 197.6278 -1.31753  3525.56  6803.56  3.61 3.26 -64.6 -0.476    18.33 19.18 02a57445o0824o   0.500000
57445.657186 18.424171      NaN      5    50 o    0   1.23 197.6278 -1.31753  3801.42  6687.98  3.69 3.33 -66.8 -0.470    18.22 19.02 02a57445o0865o   0.100000
57464.524909 19.351140      NaN    -23    22 o    0   1.12 197.6278 -1.31753  2683.12  7563.47  3.84 3.36 -65.7 -0.475    19.20 20.88 02a57464o0635o  -1.045455
57464.547731 19.454622      NaN     -3    20 o    0   0.83 197.6278 -1.31753  2392.80  6982.72  3.86 3.36 -60.2 -0.484    19.24 20.97 02a57464o0678o  -0.150000
57464.570250 19.351140      NaN    -12    22 o    0   0.71 197.6278 -1.31753  3560.02  6405.34  3.70 3.32 -59.9 -0.486    19.17 20.85 02a57464o0721o  -0.545455
57464.592805 19.197966      NaN     16    20 o    0   1.14 197.6278 -1.31753  3792.94  6678.97  3.65 3.27 -67.2 -0.481    19.16 20.82 02a57464o0764o   0.800000
57476.504182 19.169763      NaN    -28    26 o    0   1.08 197.6278 -1.31753  2994.93  7587.13  3.78 3.43 -68.9 -0.460    18.83 20.18 02a57476o0578o  -1.076923
