         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57229.260422 18.598565      NaN  -111    44 o    0   0.95 197.61973 -1.31419  3391.87  7360.67  3.67 3.51 -72.3 -0.446    18.45 19.47 02a57229o0036o  -2.522727
57229.285564 18.273950      NaN    28    50 o    0   0.93 197.61973 -1.31419  3382.74  7369.55  3.80 3.57 -62.1 -0.437    18.42 19.48 02a57229o0071o   0.560000
57358.650908 18.657725      NaN    14    37 o    0   1.09 197.61973 -1.31419  7174.83  3371.50  4.20 3.75   5.0 -0.392    18.40 19.58 02a57358o0761o   0.378378
57358.666237 16.673947      NaN   153   208 o    0   1.09 197.61973 -1.31419  6890.40  2790.72  4.35 3.68   4.0 -0.457    17.01 16.91 02a57358o0786o   0.735577
57359.659580 18.396507      NaN    -6    53 o    0   0.95 197.61973 -1.31419  7176.98  3374.02  3.55 3.47  56.6 -0.444    18.11 18.79 02a57359o0645o  -0.113208
57408.640761 19.454622      NaN   -52    20 o    0   1.10 197.61973 -1.31419  3001.70  7873.41  3.57 3.38  89.4 -0.455    19.15 20.64 02a57408o0707o  -2.600000
57408.649828 19.401649      NaN   -33    21 o    0   1.06 197.61973 -1.31419  2712.73  7290.82  3.58 3.34 -79.3 -0.451    19.17 20.67 02a57408o0722o  -1.571429
57408.665456 19.510313      NaN    -9    19 o    0   1.22 197.61973 -1.31419  3579.50  8457.48  3.47 3.33  83.5 -0.454    19.10 20.51 02a57408o0747o  -0.473684
57408.670316 19.128787      NaN     3    26 o    0   1.02 197.61973 -1.31419  3876.85  6710.38  3.53 3.30 -85.7 -0.453    18.89 20.11 02a57408o0755o   0.115385
57445.587945 18.623526      NaN   -12    43 o    0   1.32 197.61973 -1.31419  2661.60  7969.95  3.53 3.30 -67.2 -0.478    18.42 19.30 02a57445o0742o  -0.279070
57445.610591 18.702047      NaN   -18    40 o    0   1.07 197.61973 -1.31419  2374.33  7389.71  3.67 3.29 -63.6 -0.473    18.39 19.26 02a57445o0783o  -0.450000
57445.633962 18.649074      NaN   -13    42 o    0   1.04 197.61973 -1.31419  3541.17  6810.06  3.61 3.26 -64.7 -0.476    18.33 19.18 02a57445o0824o  -0.309524
57445.657186 18.424171      NaN    11    48 o    0   1.11 197.61973 -1.31419  3817.02  6694.48  3.69 3.32 -66.9 -0.470    18.22 19.02 02a57445o0865o   0.229167
57464.524909 19.454622      NaN   -17    20 o    0   1.23 197.61973 -1.31419  2698.77  7569.96  3.84 3.36 -65.8 -0.475    19.20 20.88 02a57464o0635o  -0.850000
57464.547731 19.142275      NaN    26    18 o    0   1.53 197.61973 -1.31419  2408.45  6989.22  3.86 3.36 -60.2 -0.484    19.24 20.97 02a57464o0678o   1.444444
57464.570250 19.197966      NaN    10    22 o    0   1.04 197.61973 -1.31419  3575.63  6411.84  3.69 3.32 -60.0 -0.486    19.17 20.85 02a57464o0721o   0.454545
57464.592805 19.454622      NaN   -22    20 o    0   1.26 197.61973 -1.31419  3808.54  6685.47  3.65 3.27 -67.4 -0.481    19.16 20.82 02a57464o0764o  -1.100000
57476.504182 19.212347      NaN   -52    25 o    0   1.29 197.61973 -1.31419  3010.56  7593.62  3.77 3.43 -69.0 -0.459    18.83 20.18 02a57476o0578o  -2.080000
57476.526429 19.256669      NaN   -54    24 o    0   1.27 197.61973 -1.31419  2720.51  7012.83  3.72 3.38 -65.8 -0.464    18.82 20.12 02a57476o0621o  -2.250000
57476.548549 18.796518      NaN    26    28 o    0   1.08 197.61973 -1.31419  3887.74  6435.80  3.78 3.54 -60.6 -0.441    18.72 20.06 02a57476o0664o   0.928571
57476.571892 18.684100      NaN    17    35 o    0   1.01 197.61973 -1.31419  3792.93  6689.78  4.42 4.20 -37.9 -0.412    18.44 19.88 02a57476o0707o   0.485714
57493.415731 19.212347      NaN   -15    25 o    0   1.24 197.61973 -1.31419  2852.65  7662.79  3.77 3.61 -51.0 -0.441    18.82 20.14 02a57493o0397o  -0.600000
57493.437105 19.226921      NaN     5    23 o    0   1.34 197.61973 -1.31419  2572.27  7075.93  3.69 3.41 -65.8 -0.454    18.84 20.13 02a57493o0440o   0.217391
