         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57399.620255 19.743105      NaN    1    15 c    0   1.27 197.62112 -1.31086  7196.03 3246.63 3.74 3.58  25.7 -0.407    19.51 21.38 02a57399o0673c   0.066667
57399.643693 19.256669      NaN   30    14 c    0   1.11 197.62112 -1.31086  6865.74 2652.81 3.77 3.55  16.2 -0.419    19.53 21.38 02a57399o0707c   2.142857
57399.656312 19.051202      NaN   39    16 c    0   0.95 197.62112 -1.31086  7713.80 3811.33 3.65 3.48  61.6 -0.405    19.52 21.35 02a57399o0726c   2.437500
57399.658479 19.128787      NaN  -16    27 c    0   1.46 197.62112 -1.31086  8012.80 2055.94 3.79 3.60  25.6 -0.427    19.49 21.33 02a57399o0729c  -0.592593
57436.395205 18.356290      NaN  -73    55 c    0   1.15 197.62112 -1.31086  7989.31 2991.12 4.62 4.29  28.4 -0.367    18.14 19.23 02a57436o0300c  -1.327273
57436.408823 18.438271      NaN  -55    51 c    0   1.02 197.62112 -1.31086  8275.51 3574.83 4.34 4.08  43.2 -0.381    18.28 19.39 02a57436o0323c  -1.078431
57436.422408 18.417189      NaN   24    44 c    0   0.97 197.62112 -1.31086  7106.61 4156.99 4.41 4.30  41.6 -0.356    18.33 19.49 02a57436o0346c   0.545455
57436.436041 18.186107      NaN   82    37 c    0   1.20 197.62112 -1.31086  6834.03 3962.85 4.13 4.03  42.9 -0.366    18.45 19.61 02a57436o0369c   2.216216
57452.579498 19.841877      NaN  -12    14 c    0   1.13 197.62112 -1.31086  2807.46 8092.41 3.72 3.56 -65.1 -0.418    19.65 21.62 02a57452o0633c  -0.857143
57452.601793 19.472870      NaN   11    16 c    0   0.98 197.62112 -1.31086  2520.38 7510.33 3.82 3.60 -61.6 -0.416    19.57 21.48 02a57452o0676c   0.687500
57452.624263 19.569016      NaN    9    15 c    0   1.36 197.62112 -1.31086  3687.68 6930.53 3.72 3.52 -67.3 -0.408    19.51 21.38 02a57452o0719c   0.600000
57452.646861 19.631075      NaN   -4    17 c    0   0.92 197.62112 -1.31086  3808.16 6701.63 3.67 3.49 -64.9 -0.410    19.42 21.21 02a57452o0762c  -0.235294
57460.552256 19.609992      NaN    7    15 c    0   1.16 197.62112 -1.31086  2924.15 7857.80 3.74 3.59 -45.1 -0.435    19.57 21.47 02a57460o0679c   0.466667
57460.575931 19.510313      NaN    6    17 c    0   0.89 197.62112 -1.31086  2634.28 7277.81 3.74 3.48 -61.8 -0.429    19.58 21.47 02a57460o0722c   0.352941
57460.598204 19.766969      NaN   -1    15 c    0   0.86 197.62112 -1.31086  3802.29 6699.11 3.71 3.49 -63.6 -0.411    19.53 21.40 02a57460o0765c  -0.066667
57460.620826 19.696897      NaN   -1    16 c    0   1.21 197.62112 -1.31086  3805.50 6700.73 3.73 3.50 -56.6 -0.413    19.48 21.33 02a57460o0808c  -0.062500
57480.508123 19.631075      NaN  -33    17 c    0   0.97 197.62112 -1.31086  2635.61 7906.87 3.79 3.57 -65.1 -0.417    19.53 21.41 02a57480o0596c  -1.941176
57480.531583 19.384550      NaN   13    17 c    0   0.96 197.62112 -1.31086  2348.65 7325.97 3.76 3.52 -57.9 -0.428    19.42 21.17 02a57480o0641c   0.764706
57480.555125 19.510313      NaN   -6    19 c    0   0.85 197.62112 -1.31086  3516.88 6749.20 3.66 3.47 -64.1 -0.415    19.32 20.99 02a57480o0686c  -0.315789
57480.578528 19.454622      NaN   -1    20 c    0   1.01 197.62112 -1.31086  3792.59 6692.19 3.66 3.45 -64.3 -0.417    19.23 20.83 02a57480o0731c  -0.050000
57490.431970 19.696897      NaN  -15    16 c    0   1.08 197.62112 -1.31086  2670.96 7744.06 4.08 3.83  -4.1 -0.410    19.52 21.53 02a57490o0485c  -0.937500
57490.450418 19.589310      NaN    2    17 c    0   0.85 197.62112 -1.31086  2381.96 7162.12 3.78 3.65 -72.7 -0.406    19.55 21.46 02a57490o0516c   0.117647
57490.469679 19.841877 0.361912   42    14 c    0   1.16 197.62112 -1.31086  3547.91 6587.42 3.67 3.54 -78.7 -0.396    19.55 21.42 02a57490o0548c   3.000000
57490.489227 19.510313      NaN    9    16 c    0   0.88 197.62112 -1.31086  3800.50 6684.19 3.69 3.57 -80.5 -0.391    19.51 21.37 02a57490o0580c   0.562500
57491.426464 19.014394      NaN  -16    30 c    0   1.21 197.62112 -1.31086  3080.40 7764.98 5.08 4.22  -5.3 -0.379    18.75 20.70 02a57491o0395c  -0.533333
57491.448778 19.051202      NaN   -2    29 c    0   0.95 197.62112 -1.31086  2796.30 7181.34 4.53 4.23 -59.6 -0.366    18.84 20.81 02a57491o0432c  -0.068966
57491.484437 18.816441      NaN   42    22 c    0   1.01 197.62112 -1.31086  3803.89 6680.92 4.22 4.01 -62.3 -0.368    19.05 20.94 02a57491o0492c   1.909091
57507.455652 19.454622      NaN  -60    20 c    0   0.94 197.62112 -1.31086  3159.50 7573.96 3.88 3.64 -63.3 -0.416    19.18 20.85 02a57507o0466c  -3.000000
57507.470781 19.302877      NaN   -6    23 c    0   0.82 197.62112 -1.31086  3200.58 7535.07 3.83 3.62 -62.4 -0.422    19.06 20.62 02a57507o0496c  -0.260870
57507.484879 19.401649      NaN  -36    21 c    0   1.44 197.62112 -1.31086  3142.93 7515.25 3.77 3.56 -64.3 -0.425    18.99 20.46 02a57507o0524c  -1.714286
57507.498519 19.212347      NaN  -17    25 c    0   1.10 197.62112 -1.31086  3220.03 7591.89 3.78 3.59 -63.2 -0.429    18.91 20.34 02a57507o0551c  -0.680000
57507.510957 18.921935      NaN   17    27 c    0   1.17 197.62112 -1.31086  3122.37 7610.31 3.88 3.70 -57.4 -0.413    18.83 20.25 02a57507o0576c   0.629630
57509.461463 19.287255      NaN   19    17 c    0   1.17 197.62112 -1.31086  3157.93 7573.18 3.77 3.52 -63.8 -0.426    19.44 21.27 02a57509o0496c   1.117647
57509.474396 19.569016      NaN  -19    18 c    0   0.85 197.62112 -1.31086  3198.74 7533.81 3.79 3.53 -62.7 -0.424    19.39 21.20 02a57509o0522c  -1.055556
57509.487444 18.900000      NaN   43    19 c    0   0.90 197.62112 -1.31086  3140.47 7514.15 3.77 3.51 -61.0 -0.426    19.36 21.15 02a57509o0548c   2.263158
