         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57399.620255 19.841877      NaN   -11    14 c    0   1.30 197.62446 -1.31892  7202.44 3262.26 3.74 3.58  26.2 -0.407    19.51 21.38 02a57399o0673c -0.785714
57399.643693 19.696897      NaN   -13    16 c    0   0.86 197.62446 -1.31892  6872.15 2668.47 3.76 3.55  16.5 -0.419    19.53 21.38 02a57399o0707c -0.812500
57399.656312 19.766969      NaN   -11    15 c    0   1.21 197.62446 -1.31892  7720.22 3826.95 3.65 3.47  62.0 -0.405    19.52 21.35 02a57399o0726c -0.733333
57399.658479 18.944322      NaN   -35    32 c    0   0.92 197.62446 -1.31892  8019.20 2071.64 3.79 3.60  26.1 -0.426    19.49 21.33 02a57399o0729c -1.093750
57436.395205 18.356290      NaN   -73    55 c    0   1.06 197.62446 -1.31892  7995.72 3006.77 4.61 4.29  28.7 -0.367    18.14 19.23 02a57436o0300c -1.327273
57436.408823 18.481707      NaN   -21    49 c    0   0.99 197.62446 -1.31892  8281.94 3590.47 4.34 4.08  43.6 -0.381    18.28 19.39 02a57436o0323c -0.428571
57436.422408 18.649074      NaN   -49    42 c    0   1.05 197.62446 -1.31892  7113.03 4172.59 4.41 4.30  42.4 -0.356    18.33 19.49 02a57436o0346c -1.166667
57436.436041 18.606822      NaN    17    38 c    0   1.02 197.62446 -1.31892  6840.46 3978.45 4.13 4.02  43.7 -0.366    18.45 19.61 02a57436o0369c  0.447368
57452.579498 19.841877      NaN   -22    14 c    0   0.99 197.62446 -1.31892  2801.06 8076.73 3.72 3.56 -65.1 -0.418    19.65 21.62 02a57452o0633c -1.571429
57452.601793 19.419021      NaN    20    14 c    0   1.23 197.62446 -1.31892  2513.98 7494.67 3.82 3.60 -61.5 -0.416    19.57 21.48 02a57452o0676c  1.428571
57452.624263 19.841877      NaN    -8    14 c    0   1.08 197.62446 -1.31892  3681.27 6914.90 3.72 3.52 -67.1 -0.408    19.51 21.38 02a57452o0719c -0.571429
