         MJD         m       dm     uJy  duJy F  err    chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57232.339583 18.191747      NaN    39.5    55 o    0     1.15 278.35567 44.08657   501.95  2112.59  4.10 3.66 -55.5 -0.434    17.91 18.84 02a57232o0117o 0xc00800        12.5
57232.340304 17.729132      NaN   -57.5    98 o    0     1.01 278.35567 44.08657  9998.94  2155.43  3.82 3.47  74.2 -0.500    17.46 18.01 02a57232o0118o 0xc00900        12.5
57232.343941 13.812026      NaN   548.5  3436 o    0     1.02 278.35567 44.08657  9999.83  2156.02  3.95 3.60  75.9 -0.410    15.51 15.58 02a57232o0123o 0xc00802        12.5
57232.344642 16.678148      NaN    15.5   257 o    0     1.00 278.35567 44.08657   504.23  2113.60  4.07 3.65 -59.0 -0.431    16.74 17.28 02a57232o0124o 0xc00802        12.5
57232.361502 17.470728      NaN    49.5   112 o    0     1.59 278.35567 44.08657  8833.54  9692.06  3.98 3.58 -89.4 -0.472    16.63 17.66 02a57232o0144o 0xc00800        12.5
57232.384782 17.178950      NaN   155.5   115 o    0     1.44 278.35567 44.08657  8823.48  9696.76  3.86 3.58 -78.0 -0.465    18.03 18.86 02a57232o0174o 0xc00900        12.5
57300.253797 18.376212      NaN   -36.5    54 o    0     0.72 278.35567 44.08657 10117.86  8504.04  4.57 3.72  87.7 -0.484    18.46 19.98 02a57300o0135o 0xc00800        12.5
57300.271848 18.481707      NaN    12.5    49 o    0     1.12 278.35567 44.08657  8676.45  9914.14  4.60 3.70 -79.6 -0.477    18.47 20.01 02a57300o0191o 0xc00800        12.5
57300.276416 17.647352      NaN   101.5    76 o    0     0.96 278.35567 44.08657 10181.05   217.73  5.45 3.70  27.1 -0.441    18.49 20.01 02a57300o0205o 0xc00800        12.5
57300.287943 18.786693      NaN     3.5    37 o    0     1.06 278.35567 44.08657  8679.39  9913.28  4.55 3.62 -78.0 -0.474    18.78 20.34 02a57300o0241o 0xc00800        12.5
57300.292558 17.995680      NaN    74.5    56 o    0     0.81 278.35567 44.08657 10180.50   218.49  5.38 3.83  27.0 -0.447    18.84 20.44 02a57300o0255o 0xc00800        12.5
57302.258111 19.089302      NaN   -14.5    28 o    0     1.26 278.35567 44.08657  8670.77  9911.88  5.18 4.02 -78.4 -0.482    18.99 20.74 02a57302o0114o 0xc00800        12.5
57302.274821 18.944322      NaN   -25.5    32 o    0     1.07 278.35567 44.08657  8667.27  9912.09  5.13 4.08 -79.3 -0.477    19.00 20.78 02a57302o0140o 0xc00800        12.5
57302.277397 18.526952      NaN   -47.5    47 o    0     1.18 278.35567 44.08657 10158.48   222.04  6.70 4.32  28.6 -0.360    19.01 20.79 02a57302o0144o 0xc00900        12.5
57302.293532 18.417189      NaN    18.5    50 o    0     0.96 278.35567 44.08657 10167.34   220.11  6.52 4.31  29.6 -0.377    19.02 20.78 02a57302o0169o 0xc00a00        12.5
57320.197516 17.464922      NaN   -35.5   125 o    0     1.04 278.35567 44.08657   678.39  8485.76  4.53 3.74 -55.5 -0.493    17.90 18.47 02a57320o0027o 0xc00800        12.5
57320.198160 17.725445      NaN    61.5    82 o    0     1.34 278.35567 44.08657 10174.99  8538.91  4.13 3.55  73.8 -0.534    18.02 18.72 02a57320o0028o 0xc00800        12.5
57320.211640 18.590371      NaN    13.5    44 o    0     1.07 278.35567 44.08657   671.44  8478.68  5.04 3.56 -55.7 -0.460    18.30 19.36 02a57320o0049o 0xc00800        12.5
57320.213633 18.574166      NaN   -41.5    45 o    0     1.10 278.35567 44.08657 10170.15  8534.96  4.34 3.54  74.8 -0.530    18.42 19.58 02a57320o0052o 0xc00800        12.5
57320.231691 18.431198      NaN    22.5    48 o    0     1.02 278.35567 44.08657  8729.92  9940.40  5.00 3.57 -89.4 -0.447    18.37 19.51 02a57320o0080o 0xc00800        12.5
57320.242019 17.935984      NaN  -143.5    81 o    0     0.94 278.35567 44.08657 10235.65   241.77  7.76 4.48  31.7 -0.366    18.21 19.33 02a57320o0096o 0xc00a00        12.5
57320.258082 18.336727      NaN    -5.5    56 o    0     0.75 278.35567 44.08657  8716.87  9934.30  5.15 3.78 -89.3 -0.447    18.26 19.40 02a57320o0121o 0xc00800        12.5
