Nested Sampling Global Log-Evidence           :   -0.201389828927538588E+03  +/-    0.107429209125171643E+01
Nested Importance Sampling Global Log-Evidence:   -0.203076248313421814E+03  +/-    0.372146096936553580E-01

Dim No.       Mean        Sigma
   1   -0.120415763153133945E+00    0.158795700694317854E-02
   2   -0.457882833303189329E+02    0.374617226348247456E+00
   3    0.878993911811338680E+00    0.106452440061748435E-01
   4    0.125602588611973842E+01    0.299153231520777815E-01
   5    0.248338440803032023E-01    0.767295561677120699E-03
   6    0.204758405976394897E+01    0.556964479512693858E-01
   7   -0.208100424134375706E+01    0.234817510331465945E+00
   8   -0.153825323007566295E+00    0.178898828552540370E-01
   9   -0.112317462858071462E+02    0.353356406977952842E+00
  10   -0.536972590344735656E+00    0.514508656828961963E-01
  11    0.932444018100457850E-01    0.631188023680745586E-01
  12   -0.616070956274183845E+00    0.132236276054177121E+00
  13   -0.445181524720779764E+00    0.551204943620894616E-01
  14   -0.111235520791703069E+01    0.435335773492512082E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.120342044357009889E+00
   2   -0.458900716259768657E+02
   3    0.858539052060728336E+00
   4    0.128170241678024399E+01
   5    0.250384733344704187E-01
   6    0.210789627244968081E+01
   7   -0.219873121731056553E+01
   8   -0.151050140279577250E+00
   9   -0.112993685646532356E+02
  10   -0.542007943592917152E+00
  11    0.346460119245267720E-01
  12   -0.623534937160100888E+00
  13   -0.489699517420151220E+00
  14   -0.110261397444143960E+01

MAP Parameters
Dim No.        Parameter
   1   -0.120342044357009889E+00
   2   -0.458900716259768657E+02
   3    0.858539052060728336E+00
   4    0.128170241678024399E+01
   5    0.250384733344704187E-01
   6    0.210789627244968081E+01
   7   -0.219873121731056553E+01
   8   -0.151050140279577250E+00
   9   -0.112993685646532356E+02
  10   -0.542007943592917152E+00
  11    0.346460119245267720E-01
  12   -0.623534937160100888E+00
  13   -0.489699517420151220E+00
  14   -0.110261397444143960E+01
