         MJD         m       dm     uJy  duJy F  err   chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57397.441175 19.631075      NaN    -9.5    17 c    0    1.19 134.64403 -34.70788  7939.98  9701.67 4.14 3.90  60.4 -0.401    19.51 21.59 02a57397o0356c 0xc00800        -4.5
57397.454199 19.569016      NaN     1.5    16 c    0    1.19 134.64403 -34.70788  7642.77  9100.56 4.06 3.69  74.5 -0.417    19.54 21.61 02a57397o0377c 0xc00800        -4.5
57397.465861 19.510313      NaN   -16.5    19 c    0    1.09 134.64403 -34.70788  3775.89   618.89 4.81 3.74  -8.9 -0.492    19.49 21.53 02a57397o0396c 0xc00800        -4.5
57397.468911 19.652575      NaN    -2.5    16 c    0    1.35 134.64403 -34.70788  8463.24 10286.98 4.12 3.89  69.9 -0.390    19.57 21.62 02a57397o0401c 0xc00800        -4.5
57397.477707 19.491430      NaN    -0.5    18 c    0    0.84 134.64403 -34.70788  8727.25  8505.70 4.08 3.63  76.5 -0.416    19.54 21.60 02a57397o0412c 0xc00800        -4.5
57423.407604 19.351140      NaN     4.5    19 c    0    0.87 134.64403 -34.70788  8676.61  9227.17 3.95 3.73  81.8 -0.402    19.49 21.42 02a57423o0271c 0xc00800        -4.5
57423.427670 19.302877      NaN   -29.5    23 c    0    0.88 134.64403 -34.70788  4230.50   149.82 4.49 3.54  -8.1 -0.485    19.42 21.36 02a57423o0295c 0xc00800        -4.5
57423.438629 18.349730      NaN    77.5    28 c    0    1.16 134.64403 -34.70788  2733.41    58.02 5.00 3.76 -19.0 -0.457    19.50 21.42 02a57423o0304c 0xc00800        -4.5
57423.459426 19.510313      NaN   -12.5    19 c    0    0.88 134.64403 -34.70788  7738.85  9834.14 3.86 3.60   5.4 -0.427    19.43 21.30 02a57423o0322c 0xc00800        -4.5
57430.428411 19.569016      NaN   -24.5    18 c    0    1.04 134.64403 -34.70788  7457.61  9530.83 4.07 3.88  63.7 -0.402    19.34 21.26 02a57430o0365c 0xc00800        -4.5
57453.369339 19.454622      NaN   -23.5    20 c    0    1.35 134.64403 -34.70788  2137.67  1408.71 5.02 3.79 -20.8 -0.484    19.47 21.45 02a57453o0307c 0xc00800        -4.5
57453.385988 19.401649      NaN   -40.5    21 c    0    1.14 134.64403 -34.70788  1850.06   813.57 5.53 4.07 -20.5 -0.460    19.41 21.45 02a57453o0341c 0xc00900        -4.5
57453.389889 18.403357      NaN    33.5    40 c    0    1.01 134.64403 -34.70788  6530.13 10488.08 4.33 4.15  40.3 -0.378    19.34 21.35 02a57453o0349c 0xc00800        -4.5
57453.402637 18.967180      NaN    23.5    22 c    0    1.24 134.64403 -34.70788  2990.20   255.71 5.49 4.08 -14.1 -0.469    19.32 21.34 02a57453o0375c 0xc00800        -4.5
57453.406565 18.900000      NaN    38.5    19 c    0    1.13 134.64403 -34.70788  7750.63  9893.87 4.08 3.90  44.8 -0.416    19.30 21.25 02a57453o0383c 0xc00800        -4.5
57453.419293 19.142275      NaN     3.5    24 c    0    1.18 134.64403 -34.70788  2978.03   199.52 5.33 3.92 -14.5 -0.487    19.40 21.34 02a57453o0409c 0xc00800        -4.5
57453.423207 19.569016      NaN   -43.5    18 c    0    1.11 134.64403 -34.70788  7736.43  9858.53 4.03 3.87  49.5 -0.423    19.35 21.26 02a57453o0417c 0xc00800        -4.5
