Nested Sampling Global Log-Evidence           :   -0.429364684593845070E+02  +/-    0.250569992660977965E-01
Nested Importance Sampling Global Log-Evidence:   -0.435334947920188142E+02  +/-    0.715363009872112682E-01

Dim No.       Mean        Sigma
   1    0.497134458738640508E-02    0.918059373439560024E-03
   2   -0.296470782214428183E+02    0.678898980101508148E-01
   3    0.755967334760434539E+00    0.399932952392345609E-02
   4    0.148645696312950215E+01    0.253113021170651856E-02
   5    0.112200169592236343E-02    0.828065649234491452E-04
   6    0.188137515971164349E+01    0.935267799422505341E-03
   7   -0.167003030778595352E+01    0.197472337943615017E+00
   8   -0.581045286850417481E-01    0.151426762161308666E-02
   9   -0.244443888735295589E+01    0.110880633447034152E+00
  10   -0.194688585489847715E+00    0.873437989831082895E-02
  11   -0.107243526212678353E+00    0.562888678455957317E-02
  12   -0.300702677438404675E+00    0.599937384632100862E-01
  13   -0.364927748452811840E-01    0.156898115709554371E-02
  14   -0.107883670757914341E+01    0.168088630295323317E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.427524124410164508E-02
   2   -0.296425797362290027E+02
   3    0.756925527970588985E+00
   4    0.148681020073507475E+01
   5    0.110560204614846853E-02
   6    0.188291502005453504E+01
   7   -0.164064997843963400E+01
   8   -0.578910632960572616E-01
   9   -0.243515884268549465E+01
  10   -0.193815627192987311E+00
  11   -0.106966801995577843E+00
  12   -0.326015398199253958E+00
  13   -0.374284647967405362E-01
  14   -0.107247848776667420E+01

MAP Parameters
Dim No.        Parameter
   1    0.594515718657421741E-02
   2   -0.296430073626448447E+02
   3    0.762859179662589315E+00
   4    0.148715111467500605E+01
   5    0.109376194449242021E-02
   6    0.188232727559176838E+01
   7   -0.157096512341804817E+01
   8   -0.572705172215081798E-01
   9   -0.247099466854704453E+01
  10   -0.180528146930081235E+00
  11   -0.101934082877322391E+00
  12   -0.298436898475289258E+00
  13   -0.355384639733021604E-01
  14   -0.108160168351690089E+01
