Nested Sampling Global Log-Evidence           :   -0.350908476367858180E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.391525619011530246E+01  +/-    0.513586154692747196E-01

Dim No.       Mean        Sigma
   1    0.687763181256069445E-01    0.254101458125426333E-02
   2   -0.177160039579543955E+02    0.181831157091895540E+00
   3    0.623606437219904386E+00    0.121094116162062844E-01
   4    0.158487302188976176E+01    0.911700412783735675E-02
   5    0.119825902398587262E-01    0.106875643107152569E-03
   6    0.208017157645380202E+01    0.444710577507592773E-02
   7   -0.189432435739306348E+01    0.122737546620212620E+00
   8   -0.340605437219934594E-02    0.367930521858282492E-02
   9   -0.495379010462518199E+01    0.674726832527491882E+00
  10   -0.165653065147363499E+00    0.472168101173694801E-01
  11   -0.188697843500317541E+00    0.181650799694983746E-01
  12   -0.270778687712859012E+00    0.162496707555411547E-01
  13   -0.454894729959786748E+00    0.796158761238932935E-02
  14   -0.106848067724508677E+01    0.111618532992421686E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.714731138836750129E-01
   2   -0.175290977473629788E+02
   3    0.626776001010372008E+00
   4    0.160506246965747779E+01
   5    0.118656264390737207E-01
   6    0.208851910371752458E+01
   7   -0.178984447793938406E+01
   8   -0.893493817760526027E-02
   9   -0.576483338520770783E+01
  10   -0.173033395957923830E+00
  11   -0.213998353881195008E+00
  12   -0.278644365112070191E+00
  13   -0.460738235794408924E+00
  14   -0.105337457586239558E+01

MAP Parameters
Dim No.        Parameter
   1    0.699794945871910073E-01
   2   -0.177152336898560314E+02
   3    0.644483626823322275E+00
   4    0.155603885687993038E+01
   5    0.118510783684452267E-01
   6    0.207607445318664663E+01
   7   -0.208625795405139636E+01
   8   -0.461110340623324590E-02
   9   -0.471658986598504093E+01
  10   -0.196961449645367992E+00
  11   -0.185052728953310236E+00
  12   -0.243760328457867104E+00
  13   -0.460279257943086328E+00
  14   -0.108459778885530622E+01
