         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57247.246722 17.150406      NaN    132   123 c    0   1.20 219.71638 14.74058  3079.13  9732.46 3.96 3.82  -5.9 -0.413    17.91 19.27 02a57247o0022c  1.073171
57247.248853 16.198434      NaN    268   312 c    0   1.04 219.71638 14.74058  3078.45  9731.65 3.88 3.78 -23.3 -0.404    16.52 17.87 02a57247o0025c  0.858974
57247.256091 17.303777      NaN   -152   145 c    0   9.91 219.71638 14.74058  8711.53    37.23 4.29 3.79  13.5 -0.456    19.12 20.96 02a57247o0035c -1.048276
57247.298182 19.197966      NaN     10    22 c    0   1.29 219.71638 14.74058  7234.82  1503.62 4.17 3.91  -2.4 -0.441    19.18 21.13 02a57247o0093c  0.454545
57247.298830 18.590371      NaN     28    35 c    0   0.88 219.71638 14.74058  7234.65  1503.74 4.07 3.88   1.1 -0.430    18.84 20.75 02a57247o0094c  0.800000
57248.244229 17.405762      NaN    129    89 c    0   1.01 219.71638 14.74058  3070.10  9719.04 4.23 4.09 -21.5 -0.405    17.82 19.13 02a57248o0010c  1.449438
57248.246969 19.128787      NaN     -3    27 c    0   1.02 219.71638 14.74058  3070.04  9718.32 4.10 3.96 -34.1 -0.410    19.02 20.63 02a57248o0014c -0.111111
57248.277404 19.401649      NaN      6    19 c    0   1.18 219.71638 14.74058  7219.91  1491.16 4.30 3.98   0.4 -0.426    19.40 21.40 02a57248o0057c  0.315789
57248.298028 19.256669      NaN     18    18 c    0   1.13 219.71638 14.74058  7217.06  1492.31 4.16 3.93   1.7 -0.423    19.43 21.39 02a57248o0085c  1.000000
57250.282178 18.847027      NaN     27    26 c    0   0.99 219.71638 14.74058  7209.84  1499.98 4.13 4.00 -11.5 -0.431    19.16 21.08 02a57250o0035c  1.038462
57250.301441 19.169763      NaN     -6    26 c    0   1.05 219.71638 14.74058  7211.65  1500.49 4.02 3.88  -8.3 -0.430    18.90 20.75 02a57250o0062c -0.230769
57436.463900 18.550302      NaN    -96    46 c    0   1.34 219.71638 14.74058  8041.03   828.95 4.82 4.02  13.1 -0.421    18.37 19.48 02a57436o0416c -2.086957
57436.477471 18.550302      NaN     -7    46 c    0   0.89 219.71638 14.74058  8317.31  1415.60 4.45 3.87  18.8 -0.430    18.49 19.61 02a57436o0439c -0.152174
57436.491088 18.675237      NaN     18    35 c    0   1.15 219.71638 14.74058  7165.44  2012.87 4.30 3.77   8.4 -0.411    18.56 19.71 02a57436o0462c  0.514286
57436.504688 18.623526      NaN     24    35 c    0   1.02 219.71638 14.74058  6903.10  1823.15 4.25 3.74   8.8 -0.423    18.66 19.84 02a57436o0485c  0.685714
57451.569565 19.766969      NaN     -6    15 c    0   0.98 219.71638 14.74058  2236.37 10290.66 4.06 3.83 -42.2 -0.381    19.62 21.55 02a57451o0674c -0.400000
57452.635771 19.631075      NaN     12    13 c    0   1.23 219.71638 14.74058  2734.63 10259.95 3.87 3.69   4.7 -0.396    19.67 21.62 02a57452o0741c  0.923077
57452.658164 19.142275      NaN      5    25 c    0   1.12 219.71638 14.74058  2435.69  9675.39 3.91 3.82  -6.4 -0.410    18.95 20.29 02a57452o0784c  0.200000
57455.571740 18.910912      NaN    -23    33 c    0   1.03 219.71638 14.74058  2218.95 10454.14 4.01 3.83 -21.5 -0.376    18.88 20.80 02a57455o0650c -0.696970
57460.607794 19.766969      NaN    -20    15 c    0   0.96 219.71638 14.74058  2868.39 10040.29 3.85 3.77 -11.0 -0.398    19.69 21.68 02a57460o0783c -1.333333
57460.630265 19.841877      NaN      0    14 c    0   1.12 219.71638 14.74058  2566.10  9456.60 3.82 3.73 -45.0 -0.418    19.66 21.66 02a57460o0826c  0.000000
57460.653055 19.197966      NaN     19    19 c    0   1.25 219.71638 14.74058  3735.11  8864.33 3.65 3.57 -62.7 -0.430    19.13 20.57 02a57460o0869c  1.000000
57479.502095 19.766969      NaN     -2    15 c    0   1.16 219.71638 14.74058  2360.60 10103.24 3.97 3.78 -36.6 -0.399    19.54 21.38 02a57479o0510c -0.133333
57480.562309 19.351140      NaN     12    18 c    0   0.88 219.71638 14.74058  2566.86 10074.18 4.02 3.67   0.4 -0.427    19.48 21.30 02a57480o0700c  0.666667
57480.585880 19.652575      NaN      2    16 c    0   1.10 219.71638 14.74058  2265.13  9491.94 3.73 3.64  -0.2 -0.420    19.47 21.21 02a57480o0745c  0.125000
57480.609674 19.841877      NaN    -11    14 c    0   1.45 219.71638 14.74058  3433.81  8898.99 3.65 3.61 -55.9 -0.429    19.42 21.15 02a57480o0790c -0.785714
57480.633345 19.631075      NaN     -4    17 c    0   1.37 219.71638 14.74058  3699.80  8840.94 3.66 3.61 -50.7 -0.427    19.26 20.86 02a57480o0835c -0.235294
57487.477483 19.609992      NaN      7    15 c    0   1.02 219.71638 14.74058  2049.20 10381.70 4.00 3.88 -16.4 -0.384    19.63 21.63 02a57487o0515c  0.466667
57490.480750 19.287255      NaN     16    18 c    0   1.12 219.71638 14.74058  2616.02  9905.29 5.95 3.94   0.3 -0.361    19.35 21.59 02a57490o0566c  0.888889
57490.500184 19.454622      NaN    -20    20 c    0   0.98 219.71638 14.74058  2330.42  9323.59 5.92 3.84  -0.9 -0.386    19.33 21.52 02a57490o0598c -1.000000
57490.519788 19.454622      NaN     15    15 c    0   1.17 219.71638 14.74058  3477.17  8734.86 3.81 3.69   9.1 -0.409    19.54 21.45 02a57490o0632c  1.000000
57490.539638 19.318728      NaN     26    14 c    0   1.20 219.71638 14.74058  3707.96  8835.61 3.75 3.70  43.3 -0.414    19.54 21.43 02a57490o0666c  1.857143
57491.477718 18.649074 0.301593    126    35 c    0   1.13 219.71638 14.74058  3035.05  9919.10 6.20 4.40  -2.5 -0.338    18.62 20.79 02a57491o0481c  3.600000
