         MJD         m       dm   uJy  duJy F  err   chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs    __tmp_SN
57230.244219 16.954622      NaN  -106   200 o    0    1.37 219.70805 14.74392  3331.34  9511.81  3.81 3.35   2.4 -0.479    17.54 17.77 02a57230o0005o   -0.530000
57230.249642 17.782105      NaN    70    70 o    0    1.23 219.70805 14.74392  3329.16  9513.15  3.86 3.55   5.4 -0.437    18.14 18.96 02a57230o0012o    1.000000
57230.286397 18.089294      NaN   100    37 o    0    1.08 219.70805 14.74392  7471.29  1295.11  3.82 3.62 -73.8 -0.453    18.63 19.80 02a57230o0057o    2.702703
57230.310122 18.203116      NaN    67    41 o    0    0.99 219.70805 14.74392  7468.71  1305.91  3.81 3.79 -62.4 -0.444    18.59 19.74 02a57230o0089o    1.634146
57442.604000 18.757738      NaN   -30    38 o    0    1.25 219.70805 14.74392  2321.24 10386.18  4.08 3.73  -6.5 -0.395    18.43 19.39 02a57442o0631o   -0.789474
57443.587961 18.349730      NaN    46    40 o    0    1.00 219.70805 14.74392  2265.98 10147.46  3.99 3.70 -18.6 -0.426    18.52 19.51 02a57443o0663o    1.150000
57444.653384 18.657725      NaN    14    37 o    0    1.21 219.70805 14.74392  2872.17  9287.37  3.61 3.56 -37.3 -0.442    18.47 19.40 02a57444o0332o    0.378378
57445.632820 18.786693      NaN   -27    37 o    0    0.91 219.70805 14.74392  2610.83 10149.37  3.73 3.53  -6.1 -0.426    18.62 19.64 02a57445o0822o   -0.729730
57445.656130 18.738855      NaN     8    36 o    0    1.32 219.70805 14.74392  2312.64  9566.63  3.78 3.63 -31.3 -0.444    18.54 19.53 02a57445o0863o    0.222222
57463.540602 19.302877      NaN     3    22 o    0    1.22 219.70805 14.74392  1896.28 10127.10  3.89 3.69 -42.7 -0.427    19.38 21.18 02a57463o0510o    0.136364
57464.586049 18.816441      NaN    42    22 o    0    1.18 219.70805 14.74392  2646.39  9744.11  3.77 3.56 -45.2 -0.451    19.30 21.03 02a57464o0751o    1.909091
57464.608712 19.102305      NaN    23    20 o    0    1.23 219.70805 14.74392  2363.17  9161.39  3.82 3.52 -53.6 -0.456    19.31 21.11 02a57464o0794o    1.150000
57464.631724 19.318728      NaN     8    20 o    0    1.14 219.70805 14.74392  3513.64  8568.65  3.65 3.39 -69.2 -0.470    19.30 21.09 02a57464o0837o    0.400000
57464.654906 18.649074      NaN   -20    42 o    0    1.09 219.70805 14.74392  3735.08  8843.07  3.65 3.42 -62.2 -0.471    18.45 19.50 02a57464o0880o   -0.476190
57467.514598 18.208845      NaN    84    35 o    0    1.01 219.70805 14.74392  2027.07 10155.24  4.17 3.80 -50.9 -0.426    18.69 19.92 02a57467o0574o    2.400000
57471.520565 17.467821      NaN   149    75 o    0    0.99 219.70805 14.74392  2392.43 10482.58  3.91 3.65 -35.2 -0.425    18.22 19.01 02a57471o0396o    1.986667
57472.534846 17.607010      NaN    95    78 o    0    1.19 219.70805 14.74392  2708.78 10115.60  3.87 3.36 -75.1 -0.461    17.85 18.53 02a57472o0609o    1.217949
57472.582852 17.845990      NaN   -20    88 o    0    1.13 219.70805 14.74392  3578.06  8937.75  3.62 3.38 -62.9 -0.488    18.17 18.88 02a57472o0686o   -0.227273
57472.606075 17.692816      NaN     4   100 o    0    1.01 219.70805 14.74392  3732.12  8840.00  3.57 3.36 -67.9 -0.496    18.14 18.80 02a57472o0722o    0.040000
