Nested Sampling Global Log-Evidence           :   -0.168555256243260732E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.203922726279190591E+01  +/-    0.446018995585789821E-01

Dim No.       Mean        Sigma
   1    0.390426392008240489E-01    0.739195711596876801E-03
   2   -0.243645212346122122E+02    0.284270323321176244E+00
   3    0.732270547049903797E+00    0.109209879203303415E-01
   4    0.112580283426950856E+01    0.156640712540715016E-01
   5    0.111098189055480415E-01    0.138827657772204547E-03
   6    0.227505205260354604E+01    0.186500362784154726E-02
   7   -0.200791377462862508E+01    0.112602259249638306E+00
   8   -0.127724170386255581E+00    0.283174601693441438E-02
   9   -0.639536464203342092E+01    0.286855238796309531E+00
  10   -0.120217695733848134E+00    0.233505013837134144E-01
  11   -0.856693242211802319E-01    0.265653988952566401E-01
  12   -0.187917691637219914E+00    0.188088498331069193E-01
  13   -0.466685924282125505E-01    0.100908203165933907E-01
  14   -0.107868668746917784E+01    0.822955913382214174E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.380874029944874085E-01
   2   -0.249557585413740490E+02
   3    0.743623465563287289E+00
   4    0.112431729559929527E+01
   5    0.112531234120685809E-01
   6    0.227559485156511698E+01
   7   -0.198807059258515739E+01
   8   -0.124707822758492598E+00
   9   -0.613212267775088637E+01
  10   -0.159789670130424832E+00
  11   -0.605398767533934373E-01
  12   -0.176879523779205933E+00
  13   -0.444907609117521780E-01
  14   -0.108279379224203276E+01

MAP Parameters
Dim No.        Parameter
   1    0.400113299202563000E-01
   2   -0.244800651846095931E+02
   3    0.716458015346922883E+00
   4    0.112112984844355124E+01
   5    0.113139152615026779E-01
   6    0.227318479598898815E+01
   7   -0.183624001624664501E+01
   8   -0.128734791388176006E+00
   9   -0.630819395323144061E+01
  10   -0.156267885989441274E+00
  11   -0.114548007904210492E+00
  12   -0.208403946362234777E+00
  13   -0.224999314130697355E-01
  14   -0.107665580852397946E+01
