         MJD         m       dm    uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57395.669641 18.836735      NaN    7.0    33 c    0    0.96 247.42479 40.33494  4438.30  9946.85 3.69 3.53  27.6 -0.399    18.88 20.16 02a57395o0724c 0xc00800         0.0
57395.672100 18.598565      NaN   -1.0    44 c    0    1.02 247.42479 40.33494  2181.31   161.83 4.99 3.64 -22.0 -0.450    18.54 19.58 02a57395o0728c 0xc00800         0.0
57448.613330 19.510313      NaN  -50.0    19 c    0    0.96 247.42479 40.33494  4544.03  9488.37 3.71 3.67 -30.0 -0.427    19.23 20.77 02a57448o0623c 0xc00800         0.0
57448.631277 19.510313      NaN   -3.0    19 c    0    1.33 247.42479 40.33494  4845.28 10080.71 3.72 3.62   5.9 -0.405    19.26 20.80 02a57448o0657c 0xc00800         0.0
57449.604443 19.510313      NaN   -2.0    19 c    0    0.93 247.42479 40.33494  4795.46  9427.78 3.63 3.59  -5.4 -0.427    19.36 21.00 02a57449o0771c 0xc00800         0.0
57449.621200 19.454622      NaN  -38.0    20 c    0    1.05 247.42479 40.33494  5108.82 10020.52 3.75 3.69   3.8 -0.411    19.36 21.01 02a57449o0805c 0xc00800         0.0
57451.650389 19.038793      NaN   22.0    22 c    0    1.11 247.42479 40.33494  2887.04   152.87 4.89 3.49 -12.8 -0.492    19.53 21.29 02a57451o0803c 0xc00800         0.0
57455.650341 19.401649      NaN    3.0    20 c    0    1.02 247.42479 40.33494  2869.28   317.78 4.99 3.64 -13.6 -0.477    19.55 21.52 02a57455o0771c 0xc00800         0.0
57458.587764 19.719755      NaN    2.0    15 c    0    0.99 247.42479 40.33494  4888.74  9272.33 3.70 3.67  17.7 -0.426    19.70 21.73 02a57458o0744c 0xc00800         0.0
57458.604181 19.631075      NaN    3.0    16 c    0    1.08 247.42479 40.33494  5197.65  9863.14 3.99 3.76   9.6 -0.414    19.68 21.78 02a57458o0773c 0xc00800         0.0
57458.620743 19.401649      NaN   -9.0    21 c    0    1.14 247.42479 40.33494  3979.78 10450.58 4.21 4.09   7.5 -0.380    19.64 21.78 02a57458o0806c 0xc00800         0.0
57487.539399 19.128787      NaN    6.0    25 c    0    1.03 247.42479 40.33494  2718.35   239.69 5.04 3.60 -12.0 -0.470    19.62 21.56 02a57487o0626c 0xc00800         0.0
57487.561766 19.076453      NaN   10.0    25 c    0    0.99 247.42479 40.33494  1591.53   798.62 4.92 3.77  -5.3 -0.454    19.44 21.52 02a57487o0666c 0xc00800         0.0
57487.580302 19.696897      NaN   -6.0    16 c    0    1.06 247.42479 40.33494  8972.95  9912.34 4.23 3.73  79.5 -0.415    19.64 21.64 02a57487o0697c 0xc00800         0.0
57488.490633 19.569016      NaN  -10.0    18 c    0    0.88 247.42479 40.33494  5039.51  9352.52 3.89 3.70 -73.1 -0.431    19.59 21.59 02a57488o0491c 0xc00800         0.0
57488.501660 19.652575      NaN    2.0    16 c    0    1.03 247.42479 40.33494  5347.75  9949.18 3.93 3.79 -67.0 -0.415    19.60 21.60 02a57488o0513c 0xc00800         0.0
