Nested Sampling Global Log-Evidence           :   -0.763038637409928242E+03  +/-    0.874896038016170441E+00
Nested Importance Sampling Global Log-Evidence:   -0.770588271105062404E+03  +/-    0.356208625106776908E-01

Dim No.       Mean        Sigma
   1   -0.102433593028152213E-01    0.162820031785860489E-02
   2   -0.329631757629813862E+02    0.124004513516596915E+00
   3    0.864207000421783889E+00    0.425786861030249316E-02
   4    0.166154420313701645E+01    0.414926401614613277E-02
   5    0.440266479233229329E-04    0.378167952170165630E-04
   6    0.188466151221559208E+01    0.329893879803895953E-02
   7   -0.170088131486302307E+01    0.471407050513529768E+00
   8    0.327866695525566923E-01    0.229365036654481875E-02
   9   -0.394290937742188319E+00    0.299110918556835870E+01
  10   -0.522343973256171101E+00    0.858001425196826401E-01
  11   -0.516300531096178239E-01    0.458426892562737720E-01
  12   -0.192068112159326621E+00    0.258144349490893543E+00
  13   -0.163528114782500095E+00    0.391867041846055697E-01
  14   -0.106315028204471651E+01    0.605740047991678576E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.108655200180276246E-01
   2   -0.329183055725871441E+02
   3    0.866415499954407808E+00
   4    0.166192888382794113E+01
   5    0.564278953926571070E-05
   6    0.188362662514922263E+01
   7   -0.244164527715604240E+01
   8    0.330885449543691507E-01
   9   -0.220245108296035141E+01
  10   -0.617637885049660662E+00
  11    0.839435202308588813E-02
  12   -0.453204433697522946E+00
  13   -0.199877932404741027E+00
  14   -0.107662185858469606E+01

MAP Parameters
Dim No.        Parameter
   1   -0.108655200180276246E-01
   2   -0.329183055725871441E+02
   3    0.866415499954407808E+00
   4    0.166192888382794113E+01
   5    0.564278953926571070E-05
   6    0.188362662514922263E+01
   7   -0.244164527715604240E+01
   8    0.330885449543691507E-01
   9   -0.220245108296035141E+01
  10   -0.617637885049660662E+00
  11    0.839435202308588813E-02
  12   -0.453204433697522946E+00
  13   -0.199877932404741027E+00
  14   -0.107662185858469606E+01
