Nested Sampling Global Log-Evidence           :   -0.113635501168016244E+02  +/-    0.320809795080498894E+00
Nested Importance Sampling Global Log-Evidence:   -0.164347801682710539E+02  +/-    0.494724719026775756E-01

Dim No.       Mean        Sigma
   1    0.737224977749548066E-01    0.323283232162452083E-01
   2   -0.191118737047834166E+02    0.333771337714773608E+01
   3    0.644968774546538670E+00    0.209362171732097591E+00
   4    0.172876031643140782E+01    0.234007867552375765E+00
   5    0.128242904799142545E-01    0.230993202345642929E-02
   6    0.161408517099738802E+01    0.429909530766936332E+00
   7   -0.174488441791104232E+01    0.388370388793576216E+00
   8   -0.107596205120636487E+00    0.506398347500780222E-01
   9   -0.206569539866498131E+01    0.308672229157180800E+01
  10   -0.103984210023734452E+00    0.135391711212996785E+00
  11   -0.508885177822963886E-01    0.150883446221047185E+00
  12   -0.328084409480461359E+00    0.173561445625131705E+00
  13   -0.119329079161501775E+00    0.240466037771748908E+00
  14   -0.106538358258814059E+01    0.565259460045839449E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.398516612833259495E-01
   2   -0.153658579081142914E+02
   3    0.521287224767095436E+00
   4    0.172752311452656704E+01
   5    0.143179223539652532E-01
   6    0.261279968483476388E+01
   7   -0.201362918483878506E+01
   8   -0.700346013804391404E-01
   9   -0.596291677170026091E+01
  10    0.602645894609064037E-01
  11   -0.100715953272494316E-01
  12   -0.504601790118755611E+00
  13   -0.320185460827111523E+00
  14   -0.102711966531493060E+01

MAP Parameters
Dim No.        Parameter
   1    0.398516612833259495E-01
   2   -0.153658579081142914E+02
   3    0.521287224767095436E+00
   4    0.172752311452656704E+01
   5    0.143179223539652532E-01
   6    0.261279968483476388E+01
   7   -0.201362918483878506E+01
   8   -0.700346013804391404E-01
   9   -0.596291677170026091E+01
  10    0.602645894609064037E-01
  11   -0.100715953272494316E-01
  12   -0.504601790118755611E+00
  13   -0.320185460827111523E+00
  14   -0.102711966531493060E+01
