Nested Sampling Global Log-Evidence           :   -0.911254731730102741E+01  +/-    0.327176618841050926E+00
Nested Importance Sampling Global Log-Evidence:   -0.149102062790546324E+02  +/-    0.410384829508554164E-01

Dim No.       Mean        Sigma
   1    0.536454423620106938E-01    0.403039159069899441E-01
   2   -0.327445977924850951E+02    0.254653171057915984E+01
   3    0.731779109698646124E+00    0.168513175107924906E+00
   4    0.130053517481445668E+01    0.372368890983220346E+00
   5    0.131745408399645270E-01    0.400761329297969968E-02
   6    0.158609966192430241E+01    0.203148644378390253E+00
   7   -0.173521339901500404E+01    0.451850636942789430E+00
   8   -0.792293551156814796E-01    0.634777975260532729E-01
   9   -0.452155001943253598E+01    0.244834717661293144E+01
  10   -0.230811532456072083E+00    0.146633783795596162E+00
  11   -0.328802809015671174E-01    0.160872145289963436E+00
  12   -0.194704065292406109E+00    0.189909000306155262E+00
  13   -0.555370874878515150E-01    0.196720130838170915E+00
  14   -0.105879416341612842E+01    0.520611314856529242E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.576491737214240643E-01
   2   -0.335838458510531197E+02
   3    0.666584344348344460E+00
   4    0.134326826721535308E+01
   5    0.178811978765169161E-01
   6    0.171671400819688147E+01
   7   -0.262657094340037212E+01
   8   -0.888083503621087123E-03
   9   -0.276287767866055933E+01
  10   -0.218983885914219162E+00
  11   -0.758225038995928580E-01
  12   -0.243689098656637071E+00
  13   -0.191481501895403000E+00
  14   -0.100065920691718269E+01

MAP Parameters
Dim No.        Parameter
   1    0.576491737214240643E-01
   2   -0.335838458510531197E+02
   3    0.666584344348344460E+00
   4    0.134326826721535308E+01
   5    0.178811978765169161E-01
   6    0.171671400819688147E+01
   7   -0.262657094340037212E+01
   8   -0.888083503621087123E-03
   9   -0.276287767866055933E+01
  10   -0.218983885914219162E+00
  11   -0.758225038995928580E-01
  12   -0.243689098656637071E+00
  13   -0.191481501895403000E+00
  14   -0.100065920691718269E+01
