Nested Sampling Global Log-Evidence           :   -0.124196253987261457E+03  +/-    0.719699556667019347E+00
Nested Importance Sampling Global Log-Evidence:   -0.130852938682120083E+03  +/-    0.233160184372593338E-01

Dim No.       Mean        Sigma
   1    0.189455228512007967E-01    0.162253506320174726E-01
   2   -0.213010183742493915E+02    0.580821824595429193E+00
   3    0.730756513569894683E+00    0.438357149487743278E-01
   4    0.178367499036124544E+01    0.427840222842747336E-01
   5    0.831569924320294841E-02    0.801924735336397433E-03
   6    0.233587048480536463E+01    0.447851688891323443E-01
   7   -0.168722346710012427E+01    0.459220278052099640E+00
   8   -0.174066745309697957E+00    0.196849306435379415E-01
   9   -0.366221489201018757E+01    0.600812813185142569E+00
  10   -0.500416441589324190E+00    0.716771970095230193E-01
  11   -0.303426914034775841E+00    0.699422568780111442E-01
  12   -0.358589008714280733E+00    0.172992727243271305E+00
  13   -0.600401464684419128E+00    0.563366293542531052E-01
  14   -0.106143390219515599E+01    0.580518713377113707E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.306704660469242496E-02
   2   -0.217149190824491534E+02
   3    0.677618131324728590E+00
   4    0.182449836945631394E+01
   5    0.755656296425689065E-02
   6    0.235122357684587335E+01
   7   -0.104406851483974572E+01
   8   -0.157926636287366196E+00
   9   -0.313552495370013418E+01
  10   -0.488374974627131420E+00
  11   -0.344563585264678562E+00
  12   -0.288088240685397068E+00
  13   -0.614821789353568460E+00
  14   -0.102061203221463614E+01

MAP Parameters
Dim No.        Parameter
   1    0.306704660469242496E-02
   2   -0.217149190824491534E+02
   3    0.677618131324728590E+00
   4    0.182449836945631394E+01
   5    0.755656296425689065E-02
   6    0.235122357684587335E+01
   7   -0.104406851483974572E+01
   8   -0.157926636287366196E+00
   9   -0.313552495370013418E+01
  10   -0.488374974627131420E+00
  11   -0.344563585264678562E+00
  12   -0.288088240685397068E+00
  13   -0.614821789353568460E+00
  14   -0.102061203221463614E+01
