Nested Sampling Global Log-Evidence           :   -0.218014354732402138E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.274875042921129431E+01  +/-    0.812345052754562813E-01

Dim No.       Mean        Sigma
   1    0.399488663869805374E-01    0.164215710332550700E-02
   2   -0.760419169922490923E+01    0.540679680843918556E-01
   3    0.395142708229223205E+00    0.235036027186591168E-01
   4    0.839213446886227565E+00    0.241851687518319231E-01
   5    0.112930519694674162E-01    0.487170526748434082E-03
   6    0.173316902889793378E+01    0.516856067848418463E-02
   7   -0.177030795864780743E+01    0.430296551084716691E-01
   8   -0.150185816588887883E+00    0.781021117452000181E-02
   9   -0.341411149484497412E+00    0.586768700930179604E-01
  10   -0.482220267213336495E+00    0.206741275479964993E-01
  11   -0.104515384020279350E+00    0.235786903489349324E-01
  12   -0.195573479324177790E+00    0.471485689314369155E-01
  13   -0.275394387932048457E+00    0.775896712683467934E-02
  14   -0.108277084105273125E+01    0.921772308625524311E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.392148612550038481E-01
   2   -0.760034640424406138E+01
   3    0.419966306756813068E+00
   4    0.873971460996886385E+00
   5    0.111724978034653862E-01
   6    0.173177080294648311E+01
   7   -0.170950358033579541E+01
   8   -0.142746792053078997E+00
   9   -0.315491230469181982E+00
  10   -0.537238270328826095E+00
  11   -0.699264423376252525E-01
  12   -0.229615607290183210E+00
  13   -0.299726335664266597E+00
  14   -0.109027393513623561E+01

MAP Parameters
Dim No.        Parameter
   1    0.394760480562761779E-01
   2   -0.754292535573216494E+01
   3    0.391099900637563669E+00
   4    0.838517335954291232E+00
   5    0.113248857988979181E-01
   6    0.173293206542323275E+01
   7   -0.179019354258410202E+01
   8   -0.136995928496484315E+00
   9   -0.389580631695244151E+00
  10   -0.483907008803959038E+00
  11   -0.863705886956636915E-01
  12   -0.183850845452345035E+00
  13   -0.257102151914131383E+00
  14   -0.108430492531880307E+01
