,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59890.616671,21.959,3.442,6,21,o,0,1.03,142.4364,3.07271,8219.31,1292.08,2.28,2.25,-48.0,-0.494,19.04,19.56,01a59890o0928o
1,59890.620831,21.618,2.611,8,21,o,0,1.17,142.4364,3.07271,8201.06,1251.74,2.28,2.26,-37.0,-0.491,19.03,19.65,01a59890o0937o
2,59890.631502,21.528,1.787,9,16,o,0,2.26,142.4364,3.07271,8261.04,1327.54,2.24,2.2,23.7,-0.49,19.1,19.75,01a59890o0960o
3,59891.308813,-23.457,185.333,-2,279,o,0,1.17,142.4364,3.07271,3817.26,3641.6,2.03,1.83,-84.4,-0.486,16.04,15.44,04a59891o0637o
4,59891.311542,-18.241,0.706,-184,130,o,0,2.95,142.4364,3.07271,3795.44,3603.97,1.9,1.8,-89.4,-0.484,16.11,15.45,04a59891o0643o
5,59891.332012,-17.037,0.93,-556,517,o,0,1.17,142.4364,3.07271,3849.35,3681.06,2.02,1.89,85.2,-0.481,15.48,15.13,04a59891o0688o
6,59891.348389,-19.781,2.081,-44,92,o,0,0.63,142.4364,3.07271,3869.27,3563.65,2.01,1.91,-70.3,-0.505,17.37,17.13,04a59891o0724o
7,59893.076505,20.234,1.34,29,39,o,0,1.01,142.4364,3.07271,5838.25,7323.16,3.65,3.38,-30.2,-0.338,18.16,19.0,03a59893o0719o
8,59893.080211,19.999,1.183,36,43,o,0,1.19,142.4364,3.07271,5819.27,7283.65,4.0,3.7,-31.3,-0.384,18.12,19.02,03a59893o0727o
9,59893.088064,-19.487,0.708,-58,41,o,0,1.21,142.4364,3.07271,5879.13,7359.31,4.41,4.0,-19.1,-0.319,17.97,19.0,03a59893o0743o
10,59893.095551,-23.204,19.25,-2,36,o,0,1.13,142.4364,3.07271,5895.71,7245.43,3.19,2.87,-40.6,-0.38,18.18,18.7,03a59893o0759o
11,59894.570432,20.084,0.498,34,17,o,0,1.94,142.4364,3.07271,8221.58,1301.83,2.43,2.36,-53.8,-0.477,18.98,19.61,01a59894o0835o
12,59894.574126,-20.456,0.727,-24,17,o,0,1.71,142.4364,3.07271,8202.83,1261.63,2.46,2.34,-57.3,-0.493,18.99,19.63,01a59894o0843o
13,59894.579821,20.521,0.776,22,17,o,0,1.85,142.4364,3.07271,8264.49,1341.84,2.58,2.4,31.1,-0.429,18.92,19.65,01a59894o0854o
14,59894.591366,-19.938,0.504,-38,19,o,0,1.32,142.4364,3.07271,8285.03,1219.73,2.74,2.58,29.1,-0.416,18.88,19.68,01a59894o0879o
15,59898.574626,-20.943,1.164,-15,18,o,0,1.73,142.4364,3.07271,10182.73,1200.82,2.38,2.12,-55.0,-0.427,18.99,19.53,01a59898o0841o
16,59898.606465,20.633,0.939,20,19,o,0,1.22,142.4364,3.07271,10166.08,1148.03,2.4,2.09,-53.5,-0.42,19.03,19.57,01a59898o0907o
