,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58991.590813,-21.808,1.635,-7,11,o,0,1.62,349.19175,-23.31031,4285.19,7313.0,2.58,2.22,4.6,-0.36,19.23,20.54,01a58991o0772o
1,58991.596093,-20.703,0.554,-19,10,o,0,1.1,349.19175,-23.31031,4267.59,7274.91,2.43,2.02,-7.3,-0.369,19.36,20.56,01a58991o0783o
2,58991.600261,21.803,1.816,7,12,o,0,1.25,349.19175,-23.31031,4326.78,7352.73,2.69,2.28,-1.6,-0.369,19.22,20.54,01a58991o0792o
3,58991.617331,24.037,22.125,1,20,o,0,1.64,349.19175,-23.31031,4351.2,7237.38,2.45,2.0,-5.7,-0.37,18.62,18.95,01a58991o0829o
4,58999.574695,22.769,4.0,3,11,o,0,1.29,349.19175,-23.31031,4055.78,9254.09,2.54,2.09,-2.0,-0.356,19.2,20.4,01a58999o0731o
5,58999.581151,-20.855,0.784,-16,13,o,0,1.38,349.19175,-23.31031,4039.69,9215.3,2.4,2.0,-5.8,-0.364,19.32,20.48,01a58999o0745o
6,58999.600178,-20.585,0.497,-21,10,o,0,1.25,349.19175,-23.31031,4102.94,9294.98,2.53,2.11,0.5,-0.349,19.35,20.66,01a58999o0785o
7,58999.608479,-22.955,5.7,-2,14,o,0,0.93,349.19175,-23.31031,4125.58,9178.17,2.69,2.09,-1.6,-0.342,19.23,20.39,01a58999o0803o
8,59005.586003,-19.677,0.532,-49,26,o,0,1.33,349.19175,-23.31031,1946.52,9769.55,2.07,1.8,-46.8,-0.493,18.56,18.72,02a59005o0748o
9,59005.591501,-22.082,5.396,-5,29,o,0,1.41,349.19175,-23.31031,1963.75,9807.58,2.24,1.89,-49.8,-0.476,18.57,18.77,02a59005o0760o
10,59005.608109,20.517,1.29,22,29,o,0,1.0,349.19175,-23.31031,1904.3,9728.26,2.1,1.9,-45.2,-0.488,18.6,18.83,02a59005o0796o
11,59005.61453,20.868,1.975,16,32,o,0,1.67,349.19175,-23.31031,1883.46,9845.57,2.14,1.81,-46.2,-0.496,18.37,18.45,02a59005o0810o
12,59007.56876,20.892,1.383,16,22,o,0,1.11,349.19175,-23.31031,4191.93,5377.29,2.21,2.12,-4.4,-0.391,18.65,18.93,01a59007o0586o
13,59007.571979,-23.16,10.471,-2,21,o,0,1.2,349.19175,-23.31031,4172.46,5339.56,2.33,2.22,-19.3,-0.376,18.62,18.97,01a59007o0593o
14,59007.577516,21.452,2.244,10,21,o,0,0.99,349.19175,-23.31031,4233.56,5418.19,2.58,2.18,-6.5,-0.358,18.63,19.02,01a59007o0605o
15,59007.596109,-21.886,3.061,-6,20,o,0,1.12,349.19175,-23.31031,4255.67,5304.2,2.23,1.96,-8.9,-0.383,18.82,19.15,01a59007o0645o
16,59009.556224,19.963,0.676,38,25,o,0,1.17,349.19175,-23.31031,1931.26,9773.83,2.2,1.98,-37.7,-0.478,18.62,18.95,02a59009o0308o
17,59009.559432,20.774,1.408,18,25,o,0,1.31,349.19175,-23.31031,1951.18,9812.86,2.5,1.87,-54.1,-0.472,18.66,18.98,02a59009o0315o
18,59009.566347,19.875,0.602,41,25,o,0,1.23,349.19175,-23.31031,1894.01,9734.24,2.42,1.9,-51.5,-0.473,18.69,19.04,02a59009o0330o
19,59009.583319,0.0,20.415,0,25,o,0,1.13,349.19175,-23.31031,1872.53,9850.55,2.42,1.95,-47.5,-0.465,18.72,19.15,02a59009o0366o
20,59015.587785,24.904,30.667,0,12,o,0,1.11,349.19175,-23.31031,4788.75,1018.49,2.71,2.21,-4.7,-0.389,19.34,20.63,01a59015o0753o
