Nested Sampling Global Log-Evidence           :   -0.132482383731642528E+03  +/-    0.598599685494237144E+00
Nested Importance Sampling Global Log-Evidence:   -0.138733937598919113E+03  +/-    0.325185768664260563E-01

Dim No.       Mean        Sigma
   1    0.518226891118229449E-01    0.245864509964643131E-01
   2   -0.249690197930611220E+02    0.896514084640131048E+00
   3    0.768227342800229640E+00    0.735020750027242514E-01
   4    0.152072480416894074E+01    0.265347440230450579E-01
   5    0.441305089649419221E-02    0.174761204398379594E-02
   6    0.177475991402999766E+01    0.836945589823903484E-02
   7   -0.172001740803611569E+01    0.458685505095870583E+00
   8   -0.722430297660317522E-01    0.235577800753995065E-01
   9   -0.279991314570545580E+01    0.407315453112260339E+01
  10   -0.164717886490483689E+00    0.153845373299997173E+00
  11    0.644951976606748245E-01    0.545361541820108958E-01
  12   -0.203745331492418968E+00    0.202577086107635002E+00
  13   -0.265978168616346544E+00    0.256647185845490476E-01
  14   -0.106318932560712587E+01    0.611470088371450921E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.442710280238084591E-01
   2   -0.247063265303901858E+02
   3    0.709930278637916246E+00
   4    0.152514286706156477E+01
   5    0.423920637188331551E-02
   6    0.177337634840959724E+01
   7   -0.210372723680542828E+01
   8   -0.427648987045155388E-01
   9    0.215261971348437386E+01
  10   -0.738204992398097115E-01
  11    0.165432201857096395E-01
  12    0.791349836721736699E-01
  13   -0.274257473711407962E+00
  14   -0.106476850937184886E+01

MAP Parameters
Dim No.        Parameter
   1    0.442710280238084591E-01
   2   -0.247063265303901858E+02
   3    0.709930278637916246E+00
   4    0.152514286706156477E+01
   5    0.423920637188331551E-02
   6    0.177337634840959724E+01
   7   -0.210372723680542828E+01
   8   -0.427648987045155388E-01
   9    0.215261971348437386E+01
  10   -0.738204992398097115E-01
  11    0.165432201857096395E-01
  12    0.791349836721736699E-01
  13   -0.274257473711407962E+00
  14   -0.106476850937184886E+01
