Nested Sampling Global Log-Evidence           :   -0.366430897286041315E+02  +/-    0.553735512481035141E+00
Nested Importance Sampling Global Log-Evidence:   -0.430203989954620027E+02  +/-    0.329590023333242929E-01

Dim No.       Mean        Sigma
   1    0.155753642891852707E-01    0.159609107395404133E-01
   2   -0.788270857847924322E+01    0.515264678708712398E+00
   3    0.507736243912704013E-01    0.172064078165347689E+00
   4    0.647972667869527341E+00    0.184288711270961081E+00
   5    0.110568090767673797E-01    0.524079536716203030E-02
   6    0.161850449708672617E+01    0.186214483942296546E-01
   7   -0.167750152100002103E+01    0.443231748402779402E+00
   8    0.551478988190503283E-01    0.233351278131008998E-01
   9   -0.508890244537999359E+00    0.807392097336238956E+00
  10   -0.147945862332214545E+00    0.144587113853841959E+00
  11   -0.643652809247236002E-01    0.141044567404805948E+00
  12   -0.228691905864269213E+00    0.243089700148626409E+00
  13   -0.231354316770163881E+00    0.257673245431869792E-01
  14   -0.106428596014262378E+01    0.622706666979564588E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.938375418305210929E-02
   2   -0.757117679120540110E+01
   3   -0.554888618722537696E-02
   4    0.397005386861724485E+00
   5    0.127876488532190739E-01
   6    0.162881074924734714E+01
   7   -0.926022333937751796E+00
   8    0.727912491613948165E-01
   9   -0.802587969719270600E+00
  10   -0.190005124562807548E+00
  11    0.123370030728860713E+00
  12   -0.252320735782184669E+00
  13   -0.242350304341781453E+00
  14   -0.106747756952198802E+01

MAP Parameters
Dim No.        Parameter
   1    0.938375418305210929E-02
   2   -0.757117679120540110E+01
   3   -0.554888618722537696E-02
   4    0.397005386861724485E+00
   5    0.127876488532190739E-01
   6    0.162881074924734714E+01
   7   -0.926022333937751796E+00
   8    0.727912491613948165E-01
   9   -0.802587969719270600E+00
  10   -0.190005124562807548E+00
  11    0.123370030728860713E+00
  12   -0.252320735782184669E+00
  13   -0.242350304341781453E+00
  14   -0.106747756952198802E+01
