Nested Sampling Global Log-Evidence           :   -0.134081071024307583E+02  +/-    0.389105356044926576E+00
Nested Importance Sampling Global Log-Evidence:   -0.183456556111798292E+02  +/-    0.387193283704852856E-01

Dim No.       Mean        Sigma
   1    0.827806002520109357E-01    0.329159478912038131E-01
   2   -0.142848197302093638E+02    0.175776699628404987E+01
   3    0.632070129556235094E+00    0.126573602706768207E+00
   4    0.150581975825546954E+01    0.156793392691425643E+00
   5    0.102161369000347037E-01    0.293005786350180241E-02
   6    0.151768286107490868E+01    0.895803726987044746E-01
   7   -0.173073139122141373E+01    0.444543852836937148E+00
   8   -0.723384807187737733E-01    0.400298481039134540E-01
   9   -0.125759608422477021E+01    0.249903098221250231E+01
  10   -0.160279581716490704E+00    0.134690871645059190E+00
  11   -0.577899706110441350E-01    0.120146383079965252E+00
  12   -0.230194755023961778E+00    0.208649603527373328E+00
  13   -0.824870247421191638E-01    0.111111786784314825E+00
  14   -0.105786922347770562E+01    0.487661452160540951E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.463721152310682672E-01
   2   -0.164084682102900068E+02
   3    0.512875420248057323E+00
   4    0.154936498535511058E+01
   5    0.778830433275976789E-02
   6    0.151808766637515480E+01
   7   -0.148658513521898827E+01
   8   -0.987960421095388924E-01
   9   -0.290265045648931208E+01
  10   -0.172846629530225865E+00
  11   -0.585655433753374602E-01
  12   -0.734939117113470930E+00
  13   -0.304491988780185713E-01
  14   -0.109626449500342527E+01

MAP Parameters
Dim No.        Parameter
   1    0.463721152310682672E-01
   2   -0.164084682102900068E+02
   3    0.512875420248057323E+00
   4    0.154936498535511058E+01
   5    0.778830433275976789E-02
   6    0.151808766637515480E+01
   7   -0.148658513521898827E+01
   8   -0.987960421095388924E-01
   9   -0.290265045648931208E+01
  10   -0.172846629530225865E+00
  11   -0.585655433753374602E-01
  12   -0.734939117113470930E+00
  13   -0.304491988780185713E-01
  14   -0.109626449500342527E+01
