Nested Sampling Global Log-Evidence           :   -0.137800234953833950E+03  +/-    0.690084588615396566E+00
Nested Importance Sampling Global Log-Evidence:   -0.140993433557974782E+03  +/-    0.381564461074490324E-01

Dim No.       Mean        Sigma
   1    0.276602725484052125E+00    0.347467445184824961E-01
   2    0.196241543982570477E+02    0.120887240741662438E+01
   3    0.251210508814250777E+00    0.149485686345713076E+00
   4    0.174317501370724481E+01    0.331442563247505928E+00
   5    0.511522603953558884E-02    0.277224820179233300E-02
   6    0.147238857203397888E+01    0.302664314619539077E+00
   7   -0.176298660479604474E+01    0.371393160258340571E+00
   8    0.245538296455791796E-01    0.487181188977462154E-01
   9   -0.530526234617233583E+00    0.146112250774787933E+01
  10   -0.660395717151803559E-02    0.813694188375631289E-01
  11   -0.732272706713320704E-01    0.124727219699231354E+00
  12   -0.754626141014356072E-01    0.155322441503645825E+00
  13    0.491715963146844154E-01    0.146487166123521251E+00
  14   -0.106558912226328406E+01    0.492874314164040567E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.348660253034673406E+00
   2    0.183554197833492765E+02
   3    0.466346852795335165E-01
   4    0.157706895273439374E+01
   5    0.577755414098452685E-02
   6    0.157502080424776847E+01
   7   -0.176623660515563152E+01
   8   -0.298998869957214850E-01
   9   -0.587951600542595099E+00
  10    0.641592172222457402E-01
  11    0.538781382686654639E-01
  12   -0.189452984709132050E+00
  13   -0.150187104543077210E-01
  14   -0.105774051320920726E+01

MAP Parameters
Dim No.        Parameter
   1    0.348660253034673406E+00
   2    0.183554197833492765E+02
   3    0.466346852795335165E-01
   4    0.157706895273439374E+01
   5    0.577755414098452685E-02
   6    0.157502080424776847E+01
   7   -0.176623660515563152E+01
   8   -0.298998869957214850E-01
   9   -0.587951600542595099E+00
  10    0.641592172222457402E-01
  11    0.538781382686654639E-01
  12   -0.189452984709132050E+00
  13   -0.150187104543077210E-01
  14   -0.105774051320920726E+01
