Nested Sampling Global Log-Evidence           :   -0.256826974845270286E+03  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.257598345405448867E+03  +/-    0.116603585363400750E+00

Dim No.       Mean        Sigma
   1    0.284007319324193763E+00    0.117266011232336714E-03
   2   -0.437905307375229071E+02    0.780258851295473899E-01
   3    0.173429112761313231E+01    0.112610385123551791E-03
   4    0.469147923909613018E+00    0.330755273805245862E-02
   5    0.234400319377702990E-01    0.268463085239363353E-04
   6    0.216234402451351615E+01    0.553105580673915443E-03
   7   -0.182863694999910797E+01    0.551075335753207357E-01
   8   -0.212337825031742311E+00    0.697831423639645601E-03
   9   -0.670483234366378422E+01    0.218826287340153330E+00
  10   -0.456663229528907286E-02    0.732779064299667721E-03
  11   -0.389596531082425784E-01    0.156265752586453727E-01
  12   -0.280909556507352373E-01    0.135769928771579517E-02
  13   -0.975129578870709557E-01    0.118904085339858524E-02
  14   -0.105055695170567298E+01    0.946508299891789945E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.283871304858567153E+00
   2   -0.437335758191112731E+02
   3    0.173387864961303517E+01
   4    0.470887945920050344E+00
   5    0.234393985235411932E-01
   6    0.216227370705505839E+01
   7   -0.170235957957415796E+01
   8   -0.212676705360121066E+00
   9   -0.644865877929850839E+01
  10   -0.469398678676204162E-02
  11   -0.310900345424742069E-01
  12   -0.245069267789460865E-01
  13   -0.963154871024829162E-01
  14   -0.105904460774790210E+01

MAP Parameters
Dim No.        Parameter
   1    0.284182712024587503E+00
   2   -0.437073827418930208E+02
   3    0.173422072270080285E+01
   4    0.469264490195147432E+00
   5    0.234010608672489198E-01
   6    0.216266575090970381E+01
   7   -0.180658828407415206E+01
   8   -0.212459597139575435E+00
   9   -0.622852994083061429E+01
  10   -0.637154064926145122E-02
  11   -0.398858482617168095E-01
  12   -0.295285375946776445E-01
  13   -0.978468376036294302E-01
  14   -0.105159579960503002E+01
