Nested Sampling Global Log-Evidence           :   -0.196747539573158292E+02  +/-    0.445868277195353380E+00
Nested Importance Sampling Global Log-Evidence:   -0.240321081596970885E+02  +/-    0.372121106129269727E-01

Dim No.       Mean        Sigma
   1    0.791898401828707993E-01    0.303610932019829187E-01
   2   -0.198959294660964296E+02    0.215373965149125679E+01
   3    0.926790136593532154E+00    0.984830974088160560E-01
   4    0.105263831649092765E+01    0.234945141495921994E+00
   5    0.898806853277111378E-02    0.394446509487867032E-02
   6    0.200379144548645804E+01    0.599450174293228652E-01
   7   -0.167163252706292442E+01    0.426197921022107518E+00
   8   -0.951826527043190540E-01    0.418817280450208343E-01
   9   -0.354037840536566817E+01    0.251351052121542073E+01
  10   -0.706040887369877995E-01    0.118730160832426657E+00
  11   -0.380310881148528263E-01    0.138905341001956784E+00
  12   -0.190312905065416288E+00    0.206446929175673810E+00
  13   -0.385554066824066677E+00    0.709831073172097898E-01
  14   -0.105704193987055839E+01    0.524728207991728701E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.197997692636193018E-01
   2   -0.216368379183902348E+02
   3    0.814408503830053365E+00
   4    0.126627960812968965E+01
   5    0.435688669480836007E-02
   6    0.206607268983834391E+01
   7   -0.128631891453486658E+01
   8   -0.554485466083244269E-01
   9   -0.233574813220658495E+01
  10    0.310532763326901995E-01
  11   -0.100746798269354704E+00
  12   -0.230353197790446856E+00
  13   -0.475252267309513698E+00
  14   -0.101025434368551958E+01

MAP Parameters
Dim No.        Parameter
   1    0.197997692636193018E-01
   2   -0.216368379183902348E+02
   3    0.814408503830053365E+00
   4    0.126627960812968965E+01
   5    0.435688669480836007E-02
   6    0.206607268983834391E+01
   7   -0.128631891453486658E+01
   8   -0.554485466083244269E-01
   9   -0.233574813220658495E+01
  10    0.310532763326901995E-01
  11   -0.100746798269354704E+00
  12   -0.230353197790446856E+00
  13   -0.475252267309513698E+00
  14   -0.101025434368551958E+01
