Nested Sampling Global Log-Evidence           :   -0.112757281460270761E+03  +/-    0.754034999709701781E+00
Nested Importance Sampling Global Log-Evidence:   -0.118036732853312202E+03  +/-    0.386483416010269740E-01

Dim No.       Mean        Sigma
   1    0.235589561783793033E+00    0.168556053059301381E-01
   2   -0.225314853229255476E+02    0.287750784759787370E+01
   3    0.132270721056208607E+01    0.177786987447583339E-01
   4    0.163382502352665160E+01    0.334899181165389040E-01
   5    0.106140444517373780E-01    0.105976703293595657E-02
   6    0.222606021805038568E+01    0.719732024716718093E-02
   7   -0.171398516318458194E+01    0.420901204710996901E+00
   8   -0.128779889938387432E+00    0.237390161776247985E-01
   9   -0.339914211105116593E+01    0.313247263186379810E+01
  10   -0.716417027213300805E-02    0.239828963034179020E-01
  11   -0.158536878065406589E+00    0.124454509476056782E+00
  12   -0.273019629857451929E+00    0.169403782683214543E+00
  13   -0.388536524606243328E+00    0.183403658959658579E-01
  14   -0.105476378050869246E+01    0.509988994718950789E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.258757571704373412E+00
   2   -0.184944029219028465E+02
   3    0.133321656243675246E+01
   4    0.158542348984796666E+01
   5    0.122850584117430214E-01
   6    0.221797551667584170E+01
   7   -0.168246331280770889E+01
   8   -0.139554336284371250E+00
   9   -0.631796485965109689E+01
  10   -0.255866403550924493E-01
  11   -0.187619067327715883E+00
  12   -0.234352465222107814E+00
  13   -0.380259332837600494E+00
  14   -0.115336369409834671E+01

MAP Parameters
Dim No.        Parameter
   1    0.258757571704373412E+00
   2   -0.184944029219028465E+02
   3    0.133321656243675246E+01
   4    0.158542348984796666E+01
   5    0.122850584117430214E-01
   6    0.221797551667584170E+01
   7   -0.168246331280770889E+01
   8   -0.139554336284371250E+00
   9   -0.631796485965109689E+01
  10   -0.255866403550924493E-01
  11   -0.187619067327715883E+00
  12   -0.234352465222107814E+00
  13   -0.380259332837600494E+00
  14   -0.115336369409834671E+01
