Nested Sampling Global Log-Evidence           :   -0.483515888404700078E+02  +/-    0.663809983410770466E+00
Nested Importance Sampling Global Log-Evidence:   -0.533998325784827941E+02  +/-    0.682812985976571363E-01

Dim No.       Mean        Sigma
   1    0.106000710175779847E+00    0.916960986237778594E-02
   2   -0.232690646462483350E+02    0.478308551761433220E+00
   3    0.770489192703946224E+00    0.284451014830213837E-01
   4    0.191612593577063306E+01    0.715095022283881443E-01
   5    0.886963809776406681E-02    0.317394239163973433E-03
   6    0.143804219574937719E+01    0.849009391496649973E-01
   7   -0.168872193010321281E+01    0.441677986730431460E+00
   8    0.194829343308787692E-01    0.118670527756152243E-01
   9    0.684709843860906830E+00    0.652891546665494760E+00
  10   -0.851496040341653687E-01    0.440733972322467568E-01
  11   -0.579737107199409310E-01    0.892419675593151829E-01
  12    0.492846768537704497E-01    0.304060620762201320E-01
  13   -0.426655325969267085E-01    0.130174875426638859E+00
  14   -0.106376332236580873E+01    0.612759802498879166E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.943399826954775256E-01
   2   -0.238591508199207851E+02
   3    0.739940354348324614E+00
   4    0.190099787873173010E+01
   5    0.854593776831489606E-02
   6    0.136470422308363881E+01
   7   -0.181874554732219496E+01
   8    0.314818980284894273E-01
   9    0.110846897146063528E+01
  10   -0.557436156744502975E-01
  11    0.550462018377536264E-01
  12    0.713066552653800201E-01
  13    0.388111898035131853E+00
  14   -0.110576608532775822E+01

MAP Parameters
Dim No.        Parameter
   1    0.943399826954775256E-01
   2   -0.238591508199207851E+02
   3    0.739940354348324614E+00
   4    0.190099787873173010E+01
   5    0.854593776831489606E-02
   6    0.136470422308363881E+01
   7   -0.181874554732219496E+01
   8    0.314818980284894273E-01
   9    0.110846897146063528E+01
  10   -0.557436156744502975E-01
  11    0.550462018377536264E-01
  12    0.713066552653800201E-01
  13    0.388111898035131853E+00
  14   -0.110576608532775822E+01
