Nested Sampling Global Log-Evidence           :   -0.340858598889228759E+00  +/-    0.326061186548968216E-02
Nested Importance Sampling Global Log-Evidence:   -0.336182640450102321E+00  +/-    0.118610233458744108E-01

Dim No.       Mean        Sigma
   1    0.373741723317880109E-01    0.232883275220165421E-01
   2   -0.892083529814880016E+01    0.251566688544519002E+01
   3    0.103518867766096201E+01    0.109481832855865741E+00
   4    0.116076482862354746E+01    0.574562961096010613E-01
   5    0.124520516682692615E-01    0.394160581906877541E-02
   6    0.132128112461023650E+01    0.527387618499900387E-01
   7   -0.258169532396230839E+01    0.819549530699381773E-01
   8   -0.481755850727238200E-01    0.922847967658892293E-01
   9   -0.410255091601755861E+01    0.170022595843698987E+01
  10   -0.235878678663212188E+00    0.892288014412035563E-01
  11   -0.642180191935530914E-01    0.799638964099033678E-01
  12   -0.285395163932355089E+00    0.112656796272970469E+00
  13   -0.161587764743261225E+00    0.105867659533136885E+00
  14   -0.122877699467566726E+01    0.426853012626048564E-01
  15    0.395397213148027671E+00    0.577569000542853869E-02
  16    0.154976810420122774E+03    0.971696672348599222E+01
  17    0.223748319653621934E+03    0.538676990174726278E+01
  18    0.805496017225303507E+00    0.895630171418858728E-01
  19    0.132908186324053923E+01    0.601374908411557718E-01
  20    0.888846015504072606E+00    0.165626435895680185E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.383672642464702035E-01
   2   -0.717824568686142150E+01
   3    0.101996165536528793E+01
   4    0.120209295202421251E+01
   5    0.135900962309885593E-01
   6    0.133905127105175770E+01
   7   -0.247490841763978953E+01
   8    0.489514795075713521E-02
   9   -0.411185200047785937E+01
  10   -0.381792149456832597E+00
  11   -0.326332797095524804E-01
  12   -0.991746272039112087E-01
  13   -0.245782702878967863E+00
  14   -0.123723628346004055E+01
  15    0.391204728035319915E+00
  16    0.167423884503946454E+03
  17    0.214719542261832146E+03
  18    0.851398332667384183E+00
  19    0.128352997550820747E+01
  20    0.100121219762578373E+01

MAP Parameters
Dim No.        Parameter
   1    0.909593809007943066E-01
   2   -0.605724372839809533E+01
   3    0.111562794594465764E+01
   4    0.120272012505741976E+01
   5    0.892268389978916748E-02
   6    0.129088428604054450E+01
   7   -0.266220768156976906E+01
   8    0.239326386055847135E-02
   9   -0.183369605393538349E+01
  10   -0.349038505589670867E+00
  11   -0.103732198278768339E+00
  12   -0.315612737010247058E+00
  13   -0.205425625438063808E+00
  14   -0.120783745109549345E+01
  15    0.388971702379483530E+00
  16    0.174698574767897497E+03
  17    0.227602045950129735E+03
  18    0.534644896447388218E+00
  19    0.128487363699066526E+01
  20    0.793515670777462989E+00
