Nested Sampling Global Log-Evidence           :   -0.435719181669946742E+01  +/-    0.190202076608644924E-01
Nested Importance Sampling Global Log-Evidence:   -0.504783188663388849E+01  +/-    0.944366955475677422E-01

Dim No.       Mean        Sigma
   1    0.441820312693763720E-01    0.552427249951127370E-02
   2   -0.216596931222529285E+02    0.137816047774920847E+01
   3    0.436322033371331852E+00    0.100341042507393355E+00
   4    0.122719606503627809E+01    0.424926471895250985E-01
   5    0.121030313256321638E-01    0.642189367582660965E-03
   6    0.218382239200011252E+01    0.101014994775266813E-01
   7   -0.187349254317029779E+01    0.112982901686092943E+00
   8   -0.170071855477800266E+00    0.819613688562614677E-02
   9   -0.521501326245288332E+01    0.168840618041495905E+01
  10   -0.224890137053236294E+00    0.399800932044904050E-01
  11    0.151615645851124903E-01    0.397251830902521502E-01
  12   -0.197723457102185113E+00    0.412340756150947063E-01
  13    0.176753653136466182E+00    0.188462706817487738E-01
  14   -0.109142424335142496E+01    0.255568305329329885E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.435951153042315673E-01
   2   -0.193130745187576096E+02
   3    0.486970072582378455E+00
   4    0.123348091883970912E+01
   5    0.121477141600263815E-01
   6    0.218480436504586928E+01
   7   -0.197518987400704216E+01
   8   -0.165258471421993403E+00
   9   -0.518136512126078319E+01
  10   -0.280901181777872155E+00
  11    0.103611742787445421E+00
  12   -0.121214619501167645E+00
  13    0.205327446850093104E+00
  14   -0.111573803900939517E+01

MAP Parameters
Dim No.        Parameter
   1    0.418863324200351300E-01
   2   -0.200183816478122871E+02
   3    0.621285635705615680E+00
   4    0.121176563122455261E+01
   5    0.113186900197489067E-01
   6    0.220251937563393474E+01
   7   -0.187541004362473229E+01
   8   -0.173415859619554358E+00
   9   -0.439923584985195948E+01
  10   -0.277218577138465816E+00
  11   -0.220295016516006414E-01
  12   -0.183453312840384797E+00
  13    0.188074449589293230E+00
  14   -0.107913132449456417E+01
