Nested Sampling Global Log-Evidence           :   -0.342726985636338171E+02  +/-    0.504641237856662483E+00
Nested Importance Sampling Global Log-Evidence:   -0.399993133344105800E+02  +/-    0.336564850429432530E-01

Dim No.       Mean        Sigma
   1    0.100308931988495761E+00    0.191073952298231181E-01
   2   -0.214605697810300740E+02    0.151421154391206692E+01
   3    0.100881163778064664E+01    0.302280449427557926E-01
   4    0.190861041105227591E+01    0.298739708087991052E+00
   5    0.769170926899624251E-02    0.102027717068033119E-02
   6    0.173711851916886451E+01    0.432675564910074695E+00
   7   -0.171234292937684329E+01    0.432779398100085200E+00
   8   -0.374661223151316128E-01    0.273506467606630700E-01
   9   -0.179542554242605967E+01    0.165482644899086462E+01
  10   -0.134072242164275129E+00    0.416390293850225357E-01
  11   -0.433552939576790156E-01    0.146254772490806234E+00
  12   -0.276544298249629499E-01    0.119043120434320748E+00
  13   -0.136442458815768469E+00    0.220519458353169495E+00
  14   -0.106169721098157588E+01    0.523656213008260873E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.943570935510751468E-01
   2   -0.221271516906558077E+02
   3    0.100044270304840932E+01
   4    0.159564865700061165E+01
   5    0.738855660059131551E-02
   6    0.197581030182715844E+01
   7   -0.149825634676681707E+01
   8   -0.392773357734572670E-01
   9   -0.153078237877648560E+01
  10   -0.121922734811426625E+00
  11   -0.772766506573366319E-01
  12   -0.125821678388351177E-01
  13   -0.455296761555240292E-01
  14   -0.103896207386800987E+01

MAP Parameters
Dim No.        Parameter
   1    0.943570935510751468E-01
   2   -0.221271516906558077E+02
   3    0.100044270304840932E+01
   4    0.159564865700061165E+01
   5    0.738855660059131551E-02
   6    0.197581030182715844E+01
   7   -0.149825634676681707E+01
   8   -0.392773357734572670E-01
   9   -0.153078237877648560E+01
  10   -0.121922734811426625E+00
  11   -0.772766506573366319E-01
  12   -0.125821678388351177E-01
  13   -0.455296761555240292E-01
  14   -0.103896207386800987E+01
