Nested Sampling Global Log-Evidence           :   -0.988147123644869829E+01  +/-    0.341990126669687033E+00
Nested Importance Sampling Global Log-Evidence:   -0.139482957269693308E+02  +/-    0.422967744127360351E-01

Dim No.       Mean        Sigma
   1    0.947703250941466790E-01    0.341197073784273719E-01
   2   -0.277693624022974923E+02    0.307523914865025327E+01
   3    0.890533869919261867E+00    0.172948895287193399E+00
   4    0.132315652269929496E+01    0.283284678755245489E+00
   5    0.757916860401969521E-02    0.288199024658096319E-02
   6    0.206384616633972007E+01    0.799979855899694142E-01
   7   -0.176407303857933462E+01    0.410371112673992122E+00
   8   -0.407245633338676472E-01    0.452269728129653034E-01
   9   -0.320773042976402634E+01    0.312198271699987595E+01
  10   -0.156903234355427135E+00    0.144224655326681633E+00
  11   -0.160769668307736355E-01    0.154046411300367475E+00
  12   -0.232991264078344251E+00    0.226753907479820382E+00
  13   -0.164607258320372069E+00    0.160920480644664049E+00
  14   -0.105975663844300794E+01    0.513294994882187508E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.100035474697011670E+00
   2   -0.294443070377028384E+02
   3    0.864951846969217231E+00
   4    0.113439250517333523E+01
   5    0.918649278120147253E-02
   6    0.211793803495289712E+01
   7   -0.229699677075793041E+01
   8   -0.615946755357005826E-01
   9   -0.134083066283102292E+01
  10   -0.141593547357572069E+00
  11    0.346160486414716806E+00
  12   -0.581599970941479860E+00
  13   -0.298420197134365128E+00
  14   -0.103601468064340518E+01

MAP Parameters
Dim No.        Parameter
   1    0.100035474697011670E+00
   2   -0.294443070377028384E+02
   3    0.864951846969217231E+00
   4    0.113439250517333523E+01
   5    0.918649278120147253E-02
   6    0.211793803495289712E+01
   7   -0.229699677075793041E+01
   8   -0.615946755357005826E-01
   9   -0.134083066283102292E+01
  10   -0.141593547357572069E+00
  11    0.346160486414716806E+00
  12   -0.581599970941479860E+00
  13   -0.298420197134365128E+00
  14   -0.103601468064340518E+01
