Nested Sampling Global Log-Evidence           :   -0.506072325037341919E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.507715047483008686E+01  +/-    0.735774284787889341E-02

Dim No.       Mean        Sigma
   1    0.687242241840874124E-01    0.416629824189121162E-02
   2   -0.132863709694171614E+02    0.466384664228695844E+00
   3    0.101522783351761525E+01    0.172085855388607913E-01
   4    0.218964582597201041E+01    0.384551187659634176E-02
   5    0.112883988729725795E-01    0.776882856039653964E-04
   6    0.245762150315808592E+01    0.149311673653760423E-01
   7   -0.166402475473269473E+01    0.112439285609194681E+00
   8   -0.127124312751703689E+00    0.138899390998204302E-01
   9   -0.495441539260045527E+01    0.727239118210283197E+00
  10   -0.147381984017045248E+00    0.528928253534873549E-01
  11    0.388563591614946371E-01    0.423410281006052127E-02
  12   -0.106097614937794613E+00    0.599969123737490242E-02
  13    0.205139642235000030E+00    0.205833034247233787E-01
  14   -0.108420968329212730E+01    0.770944992521266706E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.706564043400670361E-01
   2   -0.139307163165652259E+02
   3    0.101571336322235739E+01
   4    0.218113527823499531E+01
   5    0.112555233802555978E-01
   6    0.249077787078331658E+01
   7   -0.178942635414709805E+01
   8   -0.127213233812051463E+00
   9   -0.545335776551043416E+01
  10   -0.165017711852569277E+00
  11    0.413154317884097122E-01
  12   -0.104125826334060007E+00
  13    0.218913226238257930E+00
  14   -0.108854728084442431E+01

MAP Parameters
Dim No.        Parameter
   1    0.668103756387768422E-01
   2   -0.138489388380727991E+02
   3    0.995179331417643254E+00
   4    0.219295791248980843E+01
   5    0.112838971266115973E-01
   6    0.244760905607374291E+01
   7   -0.173891846783487125E+01
   8   -0.150831208531374383E+00
   9   -0.435749654060374958E+01
  10   -0.219263448861778121E+00
  11    0.317629511127240430E-01
  12   -0.105774267205061029E+00
  13    0.177265876642088177E+00
  14   -0.107868765260712807E+01
