Nested Sampling Global Log-Evidence           :   -0.130722733155722608E+04  +/-    0.801952726456455545E+00
Nested Importance Sampling Global Log-Evidence:   -0.131272942094845780E+04  +/-    0.258739894211025105E-01

Dim No.       Mean        Sigma
   1   -0.196888098369454208E-01    0.909373429445803003E-02
   2   -0.247543000083642113E+02    0.350494661480630576E+00
   3    0.656167659720334417E+00    0.214220641126123754E-01
   4    0.159206544219893087E+01    0.730732796961627417E-02
   5    0.436711807027756384E-02    0.641989344046995790E-03
   6    0.134495350287932336E+01    0.187642841508562537E-01
   7   -0.174644880846362072E+01    0.473976654800792152E+00
   8   -0.345963832013781170E-01    0.123792714680196914E-01
   9   -0.230756870895860811E+01    0.495267335869361447E+00
  10   -0.962938359913944747E-01    0.329257785231659578E-01
  11    0.494309519456120616E-01    0.860806776965590548E-02
  12    0.179582881306058373E+00    0.730611469351221815E-01
  13   -0.379446045259393017E+00    0.359013057316162551E-01
  14   -0.106675339238885125E+01    0.591283121879554660E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.349471980391566489E-01
   2   -0.251840992010367088E+02
   3    0.625160139939307191E+00
   4    0.159715947757114529E+01
   5    0.341837435396338558E-02
   6    0.134867171718117929E+01
   7   -0.139836105485822282E+01
   8   -0.176142447807372607E-01
   9   -0.155292007760029005E+01
  10   -0.483593575209446541E-01
  11    0.391478407666811870E-01
  12    0.288171884732887351E+00
  13   -0.372313302757211528E+00
  14   -0.101969407940402412E+01

MAP Parameters
Dim No.        Parameter
   1   -0.349471980391566489E-01
   2   -0.251840992010367088E+02
   3    0.625160139939307191E+00
   4    0.159715947757114529E+01
   5    0.341837435396338558E-02
   6    0.134867171718117929E+01
   7   -0.139836105485822282E+01
   8   -0.176142447807372607E-01
   9   -0.155292007760029005E+01
  10   -0.483593575209446541E-01
  11    0.391478407666811870E-01
  12    0.288171884732887351E+00
  13   -0.372313302757211528E+00
  14   -0.101969407940402412E+01
