Nested Sampling Global Log-Evidence           :   -0.760503469164639290E+00  +/-    0.537171010758615841E-01
Nested Importance Sampling Global Log-Evidence:   -0.150541674252349966E+01  +/-    0.814073775356985163E-01

Dim No.       Mean        Sigma
   1    0.859420241655814710E-01    0.175723417815965774E-01
   2   -0.228024779288828121E+02    0.224486901036120035E+01
   3    0.873842987525318526E+00    0.143433258780640616E+00
   4    0.139606579282083931E+01    0.179431962223516317E+00
   5    0.891678015124104488E-02    0.149747509124196457E-02
   6    0.198416149211406512E+01    0.633193004133015408E-01
   7   -0.172922209088410761E+01    0.228293109055785010E+00
   8   -0.303191620185275096E-01    0.227017204296341875E-01
   9   -0.352845875014368771E+01    0.194276513400357875E+01
  10   -0.131921808884307212E+00    0.114030730194170371E+00
  11   -0.837273993346744766E-01    0.779786942137510458E-01
  12   -0.246159574424741456E+00    0.793416800126097166E-01
  13    0.315680895562603855E-01    0.479826489944106815E-01
  14   -0.108192121143925046E+01    0.302802516849698770E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.753728080510105147E-01
   2   -0.231590295812991123E+02
   3    0.842929315274841162E+00
   4    0.136954235127955237E+01
   5    0.785585267915440109E-02
   6    0.196096013295349181E+01
   7   -0.177920498274024741E+01
   8   -0.106558631058737210E-02
   9   -0.430266166753638846E+01
  10    0.405130385012693606E-01
  11   -0.773760131459145933E-01
  12   -0.296091957233898140E+00
  13   -0.657010010024135227E-02
  14   -0.112944779669746143E+01

MAP Parameters
Dim No.        Parameter
   1    0.886409732046358340E-01
   2   -0.229291621530343299E+02
   3    0.847420559363124992E+00
   4    0.132098467633722949E+01
   5    0.987673901374242977E-02
   6    0.207050132435621670E+01
   7   -0.165515714386305923E+01
   8   -0.267367807591705683E-01
   9   -0.299122499365199079E+01
  10   -0.145173916963853455E+00
  11    0.162729872434189959E-01
  12   -0.311402176156331534E-01
  13   -0.889665860221851290E-01
  14   -0.110066736220870331E+01
