Nested Sampling Global Log-Evidence           :   -0.407095083155142135E+02  +/-    0.512998992285137567E+00
Nested Importance Sampling Global Log-Evidence:   -0.460064014670119619E+02  +/-    0.339258053775461019E-01

Dim No.       Mean        Sigma
   1    0.739378587528166376E-01    0.352610823403569015E-01
   2   -0.421794816023470815E+02    0.380807872235744815E+01
   3    0.116089000577668466E+01    0.502716974386370752E-01
   4    0.178354397772880691E+01    0.272679914186517103E+00
   5    0.874417188178437839E-02    0.217174529248637159E-02
   6    0.143742337886635929E+01    0.223817088182913765E+00
   7   -0.174330030005367331E+01    0.414120539200665438E+00
   8   -0.176999949983097815E+00    0.391108752879202673E-01
   9   -0.790465019844551708E+01    0.259713155936097673E+01
  10   -0.298948400888872090E+00    0.993699043170032797E-01
  11   -0.519114204616110270E-01    0.136872133578309324E+00
  12   -0.885768679994873298E-01    0.142678109544526532E+00
  13   -0.111459796363027622E+00    0.207660881536419123E+00
  14   -0.105933052544357453E+01    0.511735181215889900E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.595458894622144519E-02
   2   -0.481175595349056380E+02
   3    0.108529119480999059E+01
   4    0.203099632887632398E+01
   5    0.620221077428934585E-02
   6    0.104152786259373276E+01
   7   -0.126805882717440710E+01
   8   -0.139862382584154954E+00
   9   -0.647916547688403632E+01
  10   -0.325326167876335004E+00
  11   -0.690458680253384360E-01
  12    0.261000616201496616E-01
  13    0.315860070824572181E+00
  14   -0.101717206432765828E+01

MAP Parameters
Dim No.        Parameter
   1    0.595458894622144519E-02
   2   -0.481175595349056380E+02
   3    0.108529119480999059E+01
   4    0.203099632887632398E+01
   5    0.620221077428934585E-02
   6    0.104152786259373276E+01
   7   -0.126805882717440710E+01
   8   -0.139862382584154954E+00
   9   -0.647916547688403632E+01
  10   -0.325326167876335004E+00
  11   -0.690458680253384360E-01
  12    0.261000616201496616E-01
  13    0.315860070824572181E+00
  14   -0.101717206432765828E+01
