Nested Sampling Global Log-Evidence           :   -0.209167024775177417E+02  +/-    0.436162272494243997E+00
Nested Importance Sampling Global Log-Evidence:   -0.259460938141681368E+02  +/-    0.400191969911607437E-01

Dim No.       Mean        Sigma
   1    0.205935918029158220E-01    0.260074027527979271E-01
   2   -0.207294381041878388E+02    0.202659172800162635E+01
   3    0.827497295120969922E+00    0.127057875996154951E+00
   4    0.953543983465906964E+00    0.253333244395826551E+00
   5    0.107599432194080084E-01    0.425181771109329424E-02
   6    0.217543198298105134E+01    0.446749541141759979E-01
   7   -0.171739546319412928E+01    0.432463434412884595E+00
   8   -0.206085600174020278E+00    0.356179746104006156E-01
   9   -0.349415014988217809E+01    0.340158582262590148E+01
  10   -0.127312018132820060E+00    0.150988970902870667E+00
  11   -0.491781980822351625E-01    0.157494102399035912E+00
  12   -0.233612052329695341E+00    0.216397676153398999E+00
  13   -0.165509646961885776E+00    0.764211205859944009E-01
  14   -0.106531122710198400E+01    0.578548809958475477E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.340127136600514163E-01
   2   -0.218400223323190836E+02
   3    0.779605736035240082E+00
   4    0.136782981814265159E+01
   5    0.413402941560325841E-02
   6    0.221393005545103838E+01
   7   -0.161570245701033688E+01
   8   -0.193041141228208007E+00
   9   -0.192139897306161012E+01
  10   -0.120099128133493022E+00
  11   -0.797102674623864083E-01
  12   -0.244178800965003162E+00
  13   -0.245885106315966356E+00
  14   -0.102401274304966283E+01

MAP Parameters
Dim No.        Parameter
   1   -0.340127136600514163E-01
   2   -0.218400223323190836E+02
   3    0.779605736035240082E+00
   4    0.136782981814265159E+01
   5    0.413402941560325841E-02
   6    0.221393005545103838E+01
   7   -0.161570245701033688E+01
   8   -0.193041141228208007E+00
   9   -0.192139897306161012E+01
  10   -0.120099128133493022E+00
  11   -0.797102674623864083E-01
  12   -0.244178800965003162E+00
  13   -0.245885106315966356E+00
  14   -0.102401274304966283E+01
