         MJD         m       dm      uJy    duJy   F  err  chi/N      RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57319.378296 18.598565      NaN    -45.0    44.0   o  0.0   0.80 41.2746 26.07144  3775.79  8155.92 4.13 2.88 -72.7 -0.457    18.47 19.66 02a57319o0297o 0xc00800
57319.413578 18.857417      NaN      5.0    33.0   o  0.0   1.07 41.2746 26.07144  5259.01  6716.74 4.05 3.28 -73.7 -0.481    18.51 19.76 02a57319o0346o 0xc00800
57319.427565 18.878500      NaN    -23.0    34.0   o  0.0   1.10 41.2746 26.07144  5255.05  6722.93 4.01 3.23 -73.3 -0.486    18.54 19.77 02a57319o0366o 0xc00800
57324.397627 17.650782      NaN    121.0    65.0   o  0.0   1.12 41.2746 26.07144  3796.36  8174.33 4.23 3.15 -70.4 -0.447    18.05 18.78 02a57324o0346o 0xc00900
57324.404719 17.837796      NaN     68.0    66.0   o  0.0   1.32 41.2746 26.07144  3801.79  8174.00 4.23 3.19 -71.5 -0.449    18.04 18.80 02a57324o0357o 0xc00800
57324.437221 18.267867      NaN     32.0    49.0   o  0.0   1.12 41.2746 26.07144  5290.23  6737.72 4.10 3.37 -75.3 -0.502    18.05 18.86 02a57324o0405o 0xc00800
57324.459557 18.410251      NaN      1.0    52.0   o  0.0   1.08 41.2746 26.07144  5443.49  3930.06 4.25 3.88 -26.4 -0.502    18.05 18.88 02a57324o0439o 0xc00800
57327.462077 18.631975      NaN     26.0    34.0   o  0.0   0.97 41.2746 26.07144  6948.91  2493.84 5.08 3.91  -1.3 -0.489    18.68 20.06 02a57327o0413o 0xc00800
57327.483562 18.489118      NaN     26.0    40.0   o  0.0   0.75 41.2746 26.07144  6942.95  2498.21 4.98 3.83  -3.6 -0.499    18.68 20.05 02a57327o0444o 0xc00800
57327.509692 18.729535      NaN    -60.0    39.0   o  0.0   0.68 41.2746 26.07144  5451.71  3945.88 4.47 3.85 -23.5 -0.488    18.62 19.99 02a57327o0480o 0xc00800
57327.552373 18.542463      NaN     10.0    43.0   o  0.0   0.73 41.2746 26.07144  5448.10  3946.15 4.41 3.80 -23.4 -0.492    18.52 19.79 02a57327o0539o 0xc00800
57362.355495 19.302877      NaN     -3.0    23.0   o  0.0   0.87 41.2746 26.07144  7400.27  1999.68 4.56 3.97   6.0 -0.444    19.17 20.99 02a57362o0246o 0xc00800
57362.383393 19.351140      NaN    -14.0    22.0   o  0.0   0.99 41.2746 26.07144  7689.05  2595.37 4.04 3.73   7.3 -0.452    19.22 20.98 02a57362o0284o 0xc00800
57362.389569 18.702047      NaN     42.0    26.0   o  0.0   0.82 41.2746 26.07144  6804.06  1418.82 4.52 3.77  -4.6 -0.468    19.18 20.94 02a57362o0292o 0xc00900
57362.408613 18.978793      NaN     39.0    18.0   o  0.0   1.29 41.2746 26.07144  6491.44  3172.25 3.98 3.70  -8.0 -0.428    19.14 20.82 02a57362o0316o 0xc00800
57363.361392 19.401649      NaN     -5.0    21.0   o  0.0   1.16 41.2746 26.07144  7402.17  2002.52 3.79 3.48   7.3 -0.493    19.22 20.83 02a57363o0224o 0xc00800
57363.363151 19.351140      NaN    -12.0    22.0   o  0.0   0.95 41.2746 26.07144  7695.79  2590.00 3.64 3.51  20.0 -0.475    19.22 20.84 02a57363o0226o 0xc00800
57363.384412 19.351140      NaN     -1.0    22.0   o  0.0   1.12 41.2746 26.07144  6803.28  1417.79 4.28 3.67  -4.6 -0.474    19.22 20.97 02a57363o0257o 0xc00800
57363.411527 19.076453      NaN     25.0    20.0   o  0.0   0.79 41.2746 26.07144  6494.62  3174.39 3.74 3.56  -9.5 -0.430    19.27 21.00 02a57363o0293o 0xc00900
