Nested Sampling Global Log-Evidence           :   -0.241430158262781845E+03  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.241442790938458757E+03  +/-    0.189768679211433917E-02

Dim No.       Mean        Sigma
   1    0.783547114568464986E-01    0.119340918731010090E-02
   2   -0.155892370492007259E+02    0.403737428007109253E-01
   3    0.401696348578901241E+00    0.418766589053657084E-02
   4    0.165736645375709069E+01    0.272512929073609337E-02
   5    0.126813617740055666E-01    0.147351256947683798E-03
   6    0.116877087076248398E+01    0.988628793580483001E-02
   7   -0.157065223139609067E+01    0.747802561538433719E-01
   8   -0.287691199344271391E-01    0.102368098305610322E-02
   9   -0.490413066800219610E+01    0.361991937413337489E-01
  10   -0.625471042246777825E-01    0.483302831009993668E-02
  11   -0.406213371894623074E-01    0.830194783881534754E-02
  12   -0.193785644493442571E+00    0.917754274452764474E-02
  13   -0.874789137300414493E-01    0.138265753035372342E-01
  14   -0.106079220080931713E+01    0.530790266363756914E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.773355545234778868E-01
   2   -0.156065550408783782E+02
   3    0.398247489607522764E+00
   4    0.165754661120269264E+01
   5    0.126733928798137257E-01
   6    0.116065449119635078E+01
   7   -0.153093079808597632E+01
   8   -0.272956092391999500E-01
   9   -0.485575477553211599E+01
  10   -0.618233262602541633E-01
  11   -0.327079756760959572E-01
  12   -0.190594686435137717E+00
  13   -0.770646657908087285E-01
  14   -0.106565882353023733E+01

MAP Parameters
Dim No.        Parameter
   1    0.779670126188796719E-01
   2   -0.156749592922796275E+02
   3    0.403370292197588798E+00
   4    0.165766162299395670E+01
   5    0.125673471036682194E-01
   6    0.117506412655243864E+01
   7   -0.149642965915932291E+01
   8   -0.282897324015854990E-01
   9   -0.498836001437266496E+01
  10   -0.576190777153632386E-01
  11   -0.540952528479872810E-01
  12   -0.203221441361830624E+00
  13   -0.100691126547405502E+00
  14   -0.106603446522681722E+01
