Nested Sampling Global Log-Evidence           :   -0.273265195014218421E+03  +/-    0.795244238972204642E+00
Nested Importance Sampling Global Log-Evidence:   -0.278354909810818015E+03  +/-    0.349590801515586233E-01

Dim No.       Mean        Sigma
   1    0.341769149146692805E-01    0.165631589831396857E-01
   2   -0.198428201278445400E+02    0.498140513133791318E+00
   3    0.623949068633172454E+00    0.255750839010941144E-01
   4    0.169899921990601643E+01    0.120639047391287602E-01
   5    0.112535961154677788E-01    0.536025078140431170E-03
   6    0.241282241410523124E+01    0.159223650449201171E-01
   7   -0.169436868625174752E+01    0.435596483821326985E+00
   8    0.584139410474641008E-02    0.209718581030347989E-01
   9   -0.188469223922741436E+01    0.598113947725642081E+00
  10   -0.401276551791148392E-01    0.353336470643836678E-01
  11    0.200125834927790153E+00    0.214411289618591759E-01
  12   -0.386973514209183050E-01    0.271633844880818411E-01
  13   -0.749918125307339478E-01    0.402168548946058857E-01
  14   -0.106285514140327519E+01    0.642351109112392349E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.168752079654349851E-01
   2   -0.202205719829275168E+02
   3    0.613332965808583541E+00
   4    0.170405144194136993E+01
   5    0.108820637699767082E-01
   6    0.242141484446166810E+01
   7   -0.234771289980518016E+01
   8    0.252369723118994055E-01
   9   -0.144759801384608044E+01
  10   -0.221008739422058065E-01
  11    0.188589237415472122E+00
  12   -0.172729233494797463E-01
  13   -0.102047219007556519E+00
  14   -0.101240169052551909E+01

MAP Parameters
Dim No.        Parameter
   1    0.168752079654349851E-01
   2   -0.202205719829275168E+02
   3    0.613332965808583541E+00
   4    0.170405144194136993E+01
   5    0.108820637699767082E-01
   6    0.242141484446166810E+01
   7   -0.234771289980518016E+01
   8    0.252369723118994055E-01
   9   -0.144759801384608044E+01
  10   -0.221008739422058065E-01
  11    0.188589237415472122E+00
  12   -0.172729233494797463E-01
  13   -0.102047219007556519E+00
  14   -0.101240169052551909E+01
