         MJD         m       dm       uJy   duJy F  err    chi/N       RA     Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57318.465968 18.558199      NaN      32.0     35 o    0     1.20 80.38187 0.47242  8891.30  9222.71  4.65 3.51 -85.6 -0.472    18.68 20.05 02a57318o0422o 0xc00800         0.0
57318.490380 18.910912      NaN       0.0     33 o    0     1.14 80.38187 0.47242  8892.26  9228.81  4.52 3.42 -85.8 -0.475    18.77 20.16 02a57318o0460o 0xc00800         0.0
57318.515497 18.878500      NaN     -84.0     34 o    0     0.84 80.38187 0.47242 10351.71  7782.38  4.93 3.62  85.8 -0.460    18.92 20.54 02a57318o0499o 0xc00900         0.0
57322.461183 17.685696      NaN    -241.0    102 o    0     1.33 80.38187 0.47242  8909.48  9232.85  4.49 3.60 -89.3 -0.508    17.88 18.53 02a57322o0504o 0xc00800         0.0
57322.484689 17.357499      NaN     195.0     73 o    0     1.52 80.38187 0.47242  8907.64  9239.16  4.58 3.70 -88.8 -0.493    17.93 18.62 02a57322o0540o 0xc00800         0.0
57322.519592 17.668099      NaN     116.0     65 o    0     1.06 80.38187 0.47242 10377.36  7794.60  4.93 3.78  81.9 -0.482    17.93 18.71 02a57322o0592o 0xc00800         0.0
57322.543401 18.073966      NaN      10.0     68 o    0     0.95 80.38187 0.47242   665.10  7756.03  5.37 3.98 -61.3 -0.435    17.97 18.80 02a57322o0628o 0xc00800         0.0
57322.553866 18.034118      NaN       9.0     71 o    0     0.79 80.38187 0.47242 10369.87  7807.21  4.70 3.48  81.9 -0.484    18.00 18.69 02a57322o0642o 0xc00800         0.0
57322.571476 17.954005      NaN      23.0     72 o    0     0.84 80.38187 0.47242   658.02  7765.66  5.38 3.92 -61.6 -0.440    17.96 18.78 02a57322o0669o 0xc00800         0.0
57323.506168 18.063866      NaN     -14.0     72 o    0     0.63 80.38187 0.47242  8920.46  9248.08  4.18 3.45  87.0 -0.497    18.04 18.68 02a57323o0497o 0xc00800         0.0
57323.538426 18.079051      NaN      21.0     64 o    0     0.84 80.38187 0.47242  8906.33  9256.90  4.13 3.39 -89.8 -0.496    18.08 18.74 02a57323o0543o 0xc00800         0.0
57323.563126 18.063866      NaN      -4.0     72 o    0     1.03 80.38187 0.47242   339.08  2868.03  5.92 3.73 -36.6 -0.441    18.09 18.72 02a57323o0578o 0xc00800         0.0
57323.584171 18.191747      NaN     -13.0     64 o    0     0.97 80.38187 0.47242 10041.81  2903.08  4.58 3.78  33.9 -0.514    18.16 18.92 02a57323o0607o 0xc00800         0.0
57323.598619 17.892199      NaN      34.0     73 o    0     0.71 80.38187 0.47242   326.46  2863.21  5.99 3.82 -38.1 -0.441    18.09 18.86 02a57323o0627o 0xc00800         0.0
57323.606939 17.854247      NaN      82.0     60 o    0     1.06 80.38187 0.47242 10033.75  2902.70  4.56 3.84  38.7 -0.517    18.16 18.96 02a57323o0639o 0xc00800         0.0
57338.614719 17.217448      NaN     144.0    109 o    0     0.89 80.38187 0.47242   362.08  2879.12  4.84 3.70 -39.7 -0.423    17.62 19.11 02a57338o0019o 0xc00800         0.0
