         MJD         m       dm     uJy  duJy F  err      chi/N       RA     Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57246.610688 19.183773      NaN     8.5    21 c    0       1.16 80.38187 0.47242  8864.99  9192.76 4.12 3.70 -84.8 -0.424    19.28 21.04 02a57246o0499c 0xc00800        -5.5
57246.612811 19.351140      NaN   -23.5    22 c    0       1.12 80.38187 0.47242  8865.69  9193.70 4.13 3.68 -84.7 -0.430    19.29 21.05 02a57246o0502c 0xc00800        -5.5
57313.528490 18.867907      NaN    40.5    19 c    0       1.03 80.38187 0.47242  8940.83  9231.28 4.61 3.83 -86.1 -0.439    19.44 21.42 02a57313o0392c 0xc00800        -5.5
57313.558619 19.002397      NaN    34.5    17 c    0       1.33 80.38187 0.47242  8939.18  9238.17 4.60 3.78 -89.4 -0.429    19.46 21.44 02a57313o0434c 0xc00800        -5.5
57313.584974 19.351140      NaN   -36.5    22 c    0       0.88 80.38187 0.47242   252.57  2848.98 5.61 3.94 -33.3 -0.395    19.45 21.41 02a57313o0473c 0xc00800        -5.5
57313.598233 19.271854      NaN    11.5    18 c    0       1.19 80.38187 0.47242   686.43  7749.86 4.80 3.76 -59.6 -0.424    19.43 21.39 02a57313o0491c 0xc00900        -5.5
57313.609861 19.510313      NaN   -43.5    19 c    0       1.16 80.38187 0.47242   241.16  2847.17 5.64 3.96 -33.9 -0.396    19.42 21.37 02a57313o0508c 0xc00800        -5.5
57313.625124 19.367717      NaN     5.5    18 c    0       1.29 80.38187 0.47242  9950.67  2890.73 4.93 4.10  34.9 -0.436    19.38 21.29 02a57313o0528c 0xc00800        -5.5
57334.564803 19.212347      NaN    15.5    18 c    0       1.23 80.38187 0.47242  1827.85  1423.01 4.90 3.90 -27.2 -0.412    19.43 21.27 02a57334o0521c 0xc00800        -5.5
57334.594625 19.401649      NaN     0.5    19 c    0       1.27 80.38187 0.47242  1827.07  1425.93 4.91 3.91 -26.6 -0.414    19.37 21.16 02a57334o0564c 0xc00800        -5.5
57334.624580 18.748255      NaN    43.5    22 c    0       0.99 80.38187 0.47242   360.74  2878.05 4.99 4.02 -35.6 -0.363    19.24 20.99 02a57334o0607c 0xc00800        -5.5
57334.634341 19.302877      NaN     3.5    20 c    0       1.08 80.38187 0.47242 10066.83  2916.61 4.21 4.04  47.2 -0.411    19.20 20.96 02a57334o0621c 0xc00800        -5.5
57341.469969 19.197966      NaN    16.5    18 c    0       1.20 80.38187 0.47242  8940.63  9275.37 4.75 4.54  76.2 -0.350    19.37 21.53 02a57341o0326c 0xc00800        -5.5
57341.503312 19.401649      NaN   -30.5    21 c    0       1.18 80.38187 0.47242  1834.39  1423.48 6.37 5.08 -25.5 -0.351    19.26 21.50 02a57341o0376c 0xc00800        -5.5
57341.525741 19.401649      NaN   -16.5    21 c    0       0.83 80.38187 0.47242   359.52  2874.11 5.92 4.63 -36.3 -0.334    19.35 21.49 02a57341o0409c 0xc00800        -5.5
57342.471566 19.696897      NaN   -14.5    16 c    0       1.12 80.38187 0.47242  8944.51  9278.07 4.01 3.81  78.3 -0.396    19.57 21.55 02a57342o0337c 0xc00900        -5.5
57342.504799 19.569016      NaN   -17.5    18 c    0       1.03 80.38187 0.47242  1834.33  1425.33 5.09 3.87 -25.5 -0.433    19.55 21.51 02a57342o0387c 0xc00800        -5.5
57342.527923 19.169763      NaN    12.5    20 c    0       0.81 80.38187 0.47242   361.74  2877.00 5.11 3.80 -36.6 -0.394    19.53 21.43 02a57342o0421c 0xc00800        -5.5
57342.548297 19.197966      NaN    16.5    18 c    0       0.66 80.38187 0.47242 10067.57  2915.78 3.95 3.69  51.5 -0.437    19.48 21.30 02a57342o0451c 0xc00800        -5.5
57342.562511 19.401649      NaN   -27.5    21 c    0       0.81 80.38187 0.47242   352.19  2877.47 5.14 3.79 -36.2 -0.391    19.48 21.34 02a57342o0472c 0xc00800        -5.5
57342.568317 19.212347      NaN    21.5    16 c    0       1.16 80.38187 0.47242 10061.13  2916.54 3.94 3.72  47.7 -0.438    19.47 21.30 02a57342o0481c 0xc00900        -5.5
57343.469400 19.841877      NaN   -20.5    14 c    0       1.27 80.38187 0.47242  8944.41  9276.90 4.09 3.83  81.7 -0.390    19.53 21.48 02a57343o0406c 0xc00800        -5.5
57374.397619 18.534680      NaN    20.5    38 c    0       1.03 80.38187 0.47242  8677.26  9580.34 4.52 3.88  62.7 -0.363    18.70 20.54 02a57374o0250c 0xc00800        -5.5
57374.415630 18.729535      NaN   -44.5    39 c    0       0.79 80.38187 0.47242  2594.60  1498.61 4.52 3.77  -8.9 -0.438    18.89 20.91 02a57374o0279c 0xc00800        -5.5
57374.433975 19.089302      NaN   -86.5    28 c    0       1.00 80.38187 0.47242  1713.36   315.75 5.33 4.12 -32.6 -0.402    19.31 21.44 02a57374o0307c 0xc00800        -5.5
57374.443858 18.757738      NaN   -23.5    38 c    0       0.74 80.38187 0.47242  1423.45  2075.93 5.69 4.07 -43.4 -0.416    19.19 21.36 02a57374o0322c 0xc00800        -5.5
57374.444470 18.445391      NaN    32.5    38 c    0       0.72 80.38187 0.47242  7226.44 10023.78 4.59 3.78 -64.0 -0.413    18.75 20.87 02a57374o0323c 0xc00900        -5.5
57390.255658 19.226921      NaN    11.5    19 c    0       1.06 80.38187 0.47242  8652.41  9555.59 4.28 4.15  42.4 -0.403    19.40 21.39 02a57390o0120c 0xc00900        -5.5
57390.277359 19.569016      NaN    -9.5    18 c    0       1.03 80.38187 0.47242  8353.55  8971.10 4.14 3.85  75.6 -0.418    19.47 21.44 02a57390o0135c 0xc00800        -5.5
57390.293894 19.454622      NaN   -60.5    20 c    0       0.95 80.38187 0.47242  9235.50 10161.25 4.33 4.20  64.8 -0.384    19.48 21.50 02a57390o0161c 0xc00800        -5.5
57390.306437 19.436675      NaN    -4.5    20 c    0       1.06 80.38187 0.47242  3721.48   452.73 5.11 3.87 -12.7 -0.488    19.49 21.50 02a57390o0181c 0xc00800        -5.5
