Nested Sampling Global Log-Evidence           :   -0.763818685994003599E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.113013016563384605E+01  +/-    0.467319434282671628E-01

Dim No.       Mean        Sigma
   1    0.133326053913924436E+00    0.239516977895919310E-02
   2   -0.279866082148213451E+02    0.430423856392994131E+00
   3    0.119281662127029819E+01    0.126774689027979153E-01
   4    0.113515513901673093E+01    0.376190860703366492E-01
   5    0.709934344663335371E-02    0.284127114713039156E-03
   6    0.190717320260257850E+01    0.429158677930776070E-02
   7   -0.161085933125100866E+01    0.970596137515062074E-01
   8   -0.444500307269691738E-01    0.287677271659042902E-02
   9   -0.536157004550205940E+01    0.421263069060357986E+00
  10   -0.630564685740399589E-01    0.158267065720862007E-01
  11   -0.119854665880664568E+00    0.236097251637809626E-01
  12   -0.233816645170966647E+00    0.686245122759063103E-01
  13   -0.133694837007647949E+00    0.539129043753987930E-02
  14   -0.107832452806910539E+01    0.116575639342505789E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.131962271207373583E+00
   2   -0.281884653178671982E+02
   3    0.118032828617962471E+01
   4    0.116673798495987713E+01
   5    0.731207742388426379E-02
   6    0.190291469508293742E+01
   7   -0.158309672876759588E+01
   8   -0.406602104782183837E-01
   9   -0.555134715897993125E+01
  10   -0.346819167975344900E-01
  11   -0.104054655215885097E+00
  12   -0.242042405793087750E+00
  13   -0.138913577164111596E+00
  14   -0.105417904250477568E+01

MAP Parameters
Dim No.        Parameter
   1    0.137531259351466734E+00
   2   -0.289048505951589156E+02
   3    0.120448945548314446E+01
   4    0.112845508540607686E+01
   5    0.733421149355179859E-02
   6    0.191542982332954193E+01
   7   -0.144355586421925119E+01
   8   -0.442363177933832660E-01
   9   -0.557211773371024766E+01
  10   -0.494491173984318161E-01
  11   -0.137579872378277068E+00
  12   -0.340722136684781018E+00
  13   -0.129327406643357401E+00
  14   -0.106730249313336767E+01
