Nested Sampling Global Log-Evidence           :   -0.601475489915799155E+01  +/-    0.217530862188087065E+00
Nested Importance Sampling Global Log-Evidence:   -0.112691639502845877E+02  +/-    0.463407796972413258E-01

Dim No.       Mean        Sigma
   1    0.723992635954627400E-01    0.441994625965439897E-01
   2   -0.877093404884424643E+01    0.469853428031344578E+01
   3    0.761395096272221461E+00    0.295317107712776916E+00
   4    0.143368333801820902E+01    0.396964311569216854E+00
   5    0.102803616578872083E-01    0.475495281052950528E-02
   6    0.166141759111757081E+01    0.325172250250844896E+00
   7   -0.173793106194780855E+01    0.418650046889748162E+00
   8   -0.101507313659625897E+00    0.834110329610076584E-01
   9   -0.272268597305485516E+01    0.390614395840571627E+01
  10   -0.161254405210375068E+00    0.152208184041850408E+00
  11   -0.427274331861809686E-01    0.141838379650096075E+00
  12   -0.174303664427092359E+00    0.222945312253753941E+00
  13   -0.144698044069850373E+00    0.228394887843466232E+00
  14   -0.106500763273833954E+01    0.594793945746345185E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.927953281043721462E-01
   2   -0.387730615728280803E+01
   3    0.464437007132059265E+00
   4    0.226471584290614780E+01
   5    0.171137686626073870E-01
   6    0.133367838402881422E+01
   7   -0.208367716025273442E+01
   8   -0.103200249681181272E+00
   9   -0.320104134218148983E+01
  10   -0.111072389736160709E+00
  11   -0.352658528544861141E-01
  12   -0.120117180259589673E+00
  13   -0.535683359128053205E+00
  14   -0.107934014254926081E+01

MAP Parameters
Dim No.        Parameter
   1    0.927953281043721462E-01
   2   -0.387730615728280803E+01
   3    0.464437007132059265E+00
   4    0.226471584290614780E+01
   5    0.171137686626073870E-01
   6    0.133367838402881422E+01
   7   -0.208367716025273442E+01
   8   -0.103200249681181272E+00
   9   -0.320104134218148983E+01
  10   -0.111072389736160709E+00
  11   -0.352658528544861141E-01
  12   -0.120117180259589673E+00
  13   -0.535683359128053205E+00
  14   -0.107934014254926081E+01
