Nested Sampling Global Log-Evidence           :   -0.443388508876725282E+02  +/-    0.272653228787095969E+00
Nested Importance Sampling Global Log-Evidence:   -0.497762648511548420E+02  +/-    0.100407183731913124E+00

Dim No.       Mean        Sigma
   1    0.826584168194155061E-01    0.392622061108557213E-01
   2    0.500413193928904221E+01    0.562070632330405751E+01
   3    0.469616738457999949E+00    0.286732108167878252E+00
   4    0.140953510979071894E+01    0.411140647802182901E+00
   5    0.886725647768818459E-02    0.427364896915330677E-02
   6    0.154323465097689683E+01    0.468159669009688140E+00
   7   -0.176993072969298826E+01    0.404063213973233637E+00
   8   -0.121508577522050160E+00    0.765283950366278803E-01
   9   -0.255482350253707091E+01    0.342298226816248974E+01
  10   -0.177780957691647368E+00    0.175857710232165010E+00
  11   -0.635361217124628119E-01    0.148128712123102357E+00
  12   -0.132781434399218523E+00    0.229773967945716417E+00
  13   -0.174098030055790221E+00    0.202287590961845787E+00
  14   -0.106542101835045555E+01    0.561754859612381419E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.138315190620752898E+00
   2    0.900806757470146735E+01
   3    0.326957541140715902E+00
   4    0.153591299263425762E+01
   5    0.564733039942539629E-02
   6    0.145775389019113999E+01
   7   -0.148199134153259404E+01
   8   -0.232558718725954655E+00
   9   -0.475530707483251991E+01
  10   -0.145048703512375199E+00
  11   -0.414179924574805680E-01
  12    0.183521365761835448E+00
  13   -0.437534918161874564E+00
  14   -0.113691443026138939E+01

MAP Parameters
Dim No.        Parameter
   1    0.138315190620752898E+00
   2    0.900806757470146735E+01
   3    0.326957541140715902E+00
   4    0.153591299263425762E+01
   5    0.564733039942539629E-02
   6    0.145775389019113999E+01
   7   -0.148199134153259404E+01
   8   -0.232558718725954655E+00
   9   -0.475530707483251991E+01
  10   -0.145048703512375199E+00
  11   -0.414179924574805680E-01
  12    0.183521365761835448E+00
  13   -0.437534918161874564E+00
  14   -0.113691443026138939E+01
