Nested Sampling Global Log-Evidence           :   -0.867646313635803956E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.926528652215468895E+01  +/-    0.813503519232280231E-01

Dim No.       Mean        Sigma
   1    0.546238690639173005E-01    0.144339462242384746E-01
   2   -0.236606497266448734E+02    0.627023799347319666E+00
   3    0.419337994306228923E+00    0.826615074081041429E-01
   4    0.103289518256909063E+01    0.101091582430207577E+00
   5    0.112066600055278354E-01    0.193951301909332211E-02
   6    0.765778698277175152E+00    0.104651349000134411E+00
   7   -0.162558509438177001E+01    0.198814861323260983E+00
   8   -0.204466143603211609E+00    0.220344782395420803E-01
   9   -0.427446267926231371E+01    0.117932072272666155E+01
  10   -0.280227936316865989E+00    0.963867186867633646E-01
  11   -0.102671352720055911E+00    0.663605409117960232E-01
  12   -0.178947466082173878E+00    0.142207796309933771E+00
  13   -0.272158434640957292E+00    0.774352984994244320E-01
  14   -0.106149910687283833E+01    0.156302459843640877E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.270113323809671631E-01
   2   -0.244979153577544260E+02
   3    0.327450255333939955E+00
   4    0.124975743258741212E+01
   5    0.106949882670126870E-01
   6    0.577055866331320111E+00
   7   -0.175071483122104388E+01
   8   -0.207325373397810486E+00
   9   -0.377199619302485578E+01
  10   -0.270735393269776747E+00
  11   -0.174373186825125759E+00
  12   -0.350655296127229843E+00
  13   -0.292597607172496166E+00
  14   -0.107277827105134960E+01

MAP Parameters
Dim No.        Parameter
   1    0.646182976156136901E-01
   2   -0.242436656118686180E+02
   3    0.633248932111467822E+00
   4    0.125768322511867114E+01
   5    0.146676977433412310E-01
   6    0.712540072936393876E+00
   7   -0.161882399527071308E+01
   8   -0.214712498839381205E+00
   9   -0.427333739234915999E+01
  10   -0.296514762739440996E+00
  11   -0.858321785442078544E-01
  12   -0.436300139135280818E-01
  13   -0.321921228011300298E+00
  14   -0.106595465662819477E+01
