Nested Sampling Global Log-Evidence           :   -0.174002507623486657E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.178988325860857422E+02  +/-    0.676092842026859570E-01

Dim No.       Mean        Sigma
   1    0.361516824424161776E-01    0.969835651389043128E-03
   2   -0.953770727487502334E+01    0.152292729978849451E-01
   3    0.165039012456945966E+00    0.763241731454285775E-02
   4    0.151666292125299829E+01    0.159862492650071067E-02
   5    0.999028330722142970E-02    0.453977616924449020E-04
   6    0.116507975546862652E+01    0.197970512578881860E-02
   7   -0.196263638857584488E+01    0.802926850246830637E-01
   8   -0.276769379298867392E-01    0.168651944798849291E-02
   9    0.418024148246487259E+00    0.801252414679351210E-01
  10   -0.180749888641198064E+00    0.184016683714085146E-01
  11   -0.295873703932289130E-01    0.231018576155970785E-02
  12   -0.331655055295229817E+00    0.485086385967345088E-01
  13   -0.509306591301034797E-01    0.791507525605233270E-02
  14   -0.107036240187355847E+01    0.759355471826610260E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.365788636677603918E-01
   2   -0.951628927039618056E+01
   3    0.152846903420985003E+00
   4    0.151775574095149923E+01
   5    0.997457861821223618E-02
   6    0.116382196824765183E+01
   7   -0.197798311086324197E+01
   8   -0.284678831068863880E-01
   9    0.380446743745242233E+00
  10   -0.211358335628435950E+00
  11   -0.318296402228494812E-01
  12   -0.308318186610204659E+00
  13   -0.525215002207568282E-01
  14   -0.108124321150274283E+01

MAP Parameters
Dim No.        Parameter
   1    0.369545727648633859E-01
   2   -0.953814264162167014E+01
   3    0.173202616021532363E+00
   4    0.151846504079226774E+01
   5    0.994508534978728181E-02
   6    0.116865020681534459E+01
   7   -0.189550241048175971E+01
   8   -0.270994427386992490E-01
   9    0.551647496922492042E+00
  10   -0.173682883076976963E+00
  11   -0.267972332697380029E-01
  12   -0.295222269071438836E+00
  13   -0.381647466604654179E-01
  14   -0.106581072268344412E+01
