Nested Sampling Global Log-Evidence           :   -0.683103619172290610E+01  +/-    0.292373566848856015E+00
Nested Importance Sampling Global Log-Evidence:   -0.111958471489131917E+02  +/-    0.438032743964906490E-01

Dim No.       Mean        Sigma
   1    0.773679359303197645E-01    0.443483009575141515E-01
   2   -0.101881817913786232E+02    0.203623033852880120E+01
   3    0.660697264382197225E+00    0.137869360142885727E+00
   4    0.120443312214633202E+01    0.339400954740808392E+00
   5    0.107057173842685319E-01    0.451481521467648333E-02
   6    0.135952863835362336E+01    0.222720922655840398E+00
   7   -0.180283491091000347E+01    0.369521258680852893E+00
   8   -0.884330332978852662E-01    0.754414304343666853E-01
   9   -0.219232119234659839E+01    0.231949737520926957E+01
  10   -0.101200791620282421E+00    0.167519942783077108E+00
  11   -0.424038297595912134E-01    0.159638799846070656E+00
  12   -0.255976463163324897E+00    0.211848371782083961E+00
  13   -0.221068723230611157E-01    0.203923522424645204E+00
  14   -0.105906196262025998E+01    0.485281562699344526E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.745811144807095872E-01
   2   -0.101402901911481447E+02
   3    0.590070000967610642E+00
   4    0.152919557437801257E+01
   5    0.173645667903691361E-01
   6    0.128359636079544948E+01
   7   -0.178425919795318366E+01
   8   -0.582569805066104202E-01
   9   -0.186774464314082844E+01
  10   -0.200481830602916494E+00
  11   -0.195379754718348952E+00
  12   -0.538162650399433340E+00
  13    0.662483553677440939E-01
  14   -0.112571219711413884E+01

MAP Parameters
Dim No.        Parameter
   1    0.745811144807095872E-01
   2   -0.101402901911481447E+02
   3    0.590070000967610642E+00
   4    0.152919557437801257E+01
   5    0.173645667903691361E-01
   6    0.128359636079544948E+01
   7   -0.178425919795318366E+01
   8   -0.582569805066104202E-01
   9   -0.186774464314082844E+01
  10   -0.200481830602916494E+00
  11   -0.195379754718348952E+00
  12   -0.538162650399433340E+00
  13    0.662483553677440939E-01
  14   -0.112571219711413884E+01
