Nested Sampling Global Log-Evidence           :   -0.114999486389009135E+03  +/-    0.458971719954442303E+00
Nested Importance Sampling Global Log-Evidence:   -0.120452224794839537E+03  +/-    0.498139361320222435E-01

Dim No.       Mean        Sigma
   1    0.873695768749264412E-01    0.270597060279884997E-01
   2   -0.220739941440563605E+02    0.482442980787962483E+01
   3    0.390523083215385147E+00    0.248440586829982824E+00
   4    0.994712758290749677E+00    0.249747298905298842E+00
   5    0.100130754189416901E-01    0.308785226459839168E-02
   6    0.194815648862626145E+01    0.101338856262106879E-01
   7   -0.169633437342183391E+01    0.396947939433521968E+00
   8   -0.666597892509400852E-01    0.402615453004360052E-01
   9   -0.339494608237186890E+01    0.389990607478618312E+01
  10   -0.153802693949596919E+00    0.172104111301382645E+00
  11   -0.414588478564179921E-01    0.147826906456476337E+00
  12   -0.263308654066674530E+00    0.196765448588834380E+00
  13   -0.111254345581892455E+00    0.166067426007060863E-01
  14   -0.106426885268791427E+01    0.539587322056526569E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.662086598974013230E-01
   2   -0.186082759862108702E+02
   3    0.262285223420610003E+00
   4    0.116726325948274079E+01
   5    0.953467126677957216E-02
   6    0.194899006946415065E+01
   7   -0.134103543159414507E+01
   8   -0.112995271050390450E+00
   9   -0.558974540274788989E+01
  10   -0.121024084882075680E+00
  11    0.110268992652985370E+00
  12   -0.566968383734784420E+00
  13   -0.109014260942257399E+00
  14   -0.105748593242547195E+01

MAP Parameters
Dim No.        Parameter
   1    0.662086598974013230E-01
   2   -0.186082759862108702E+02
   3    0.262285223420610003E+00
   4    0.116726325948274079E+01
   5    0.953467126677957216E-02
   6    0.194899006946415065E+01
   7   -0.134103543159414507E+01
   8   -0.112995271050390450E+00
   9   -0.558974540274788989E+01
  10   -0.121024084882075680E+00
  11    0.110268992652985370E+00
  12   -0.566968383734784420E+00
  13   -0.109014260942257399E+00
  14   -0.105748593242547195E+01
