Nested Sampling Global Log-Evidence           :   -0.802717923511288944E+02  +/-    0.715028219387045416E+00
Nested Importance Sampling Global Log-Evidence:   -0.839488333207113726E+02  +/-    0.560462684671289013E-01

Dim No.       Mean        Sigma
   1    0.389465315624832817E-01    0.270798695730515016E-01
   2   -0.345041769850847946E+00    0.306254645470491527E+00
   3   -0.478026500414841737E+00    0.211736757339152371E+00
   4    0.245993684909350419E+00    0.130767723971502492E+00
   5    0.117544186450516727E-01    0.426830462176301748E-02
   6    0.811659411430352917E+00    0.972807296380574921E-01
   7   -0.182626467575202045E+01    0.420447218128337852E+00
   8   -0.799518870219787930E-01    0.341929799415375546E-01
   9   -0.360599110369630105E+00    0.387206454751596263E+00
  10    0.410437449178319060E-02    0.990695402251940971E-01
  11   -0.129264762961973673E+00    0.103533784100654586E+00
  12   -0.139687092852873812E+00    0.206332113499998498E+00
  13   -0.368915045320807988E+00    0.105815933562217163E+00
  14   -0.106872338149826418E+01    0.491734761294199685E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.327664424563924306E-01
   2   -0.572573800188123982E+00
   3   -0.571460726595131807E+00
   4    0.405250738704641122E-01
   5    0.949067786975728474E-02
   6    0.713866556684313536E+00
   7   -0.205077271420969343E+01
   8   -0.354698488155140920E-01
   9   -0.532169265002808700E-01
  10    0.445018241028107830E-01
  11   -0.170651428065791200E+00
  12    0.127262817126599342E+00
  13   -0.268879126462830020E+00
  14   -0.108507513372672748E+01

MAP Parameters
Dim No.        Parameter
   1    0.327664424563924306E-01
   2   -0.572573800188123982E+00
   3   -0.571460726595131807E+00
   4    0.405250738704641122E-01
   5    0.949067786975728474E-02
   6    0.713866556684313536E+00
   7   -0.205077271420969343E+01
   8   -0.354698488155140920E-01
   9   -0.532169265002808700E-01
  10    0.445018241028107830E-01
  11   -0.170651428065791200E+00
  12    0.127262817126599342E+00
  13   -0.268879126462830020E+00
  14   -0.108507513372672748E+01
