Nested Sampling Global Log-Evidence           :   -0.361790927829788700E+01  +/-    0.387819298281012262E-01
Nested Importance Sampling Global Log-Evidence:   -0.424959810201251198E+01  +/-    0.785909936813660170E-01

Dim No.       Mean        Sigma
   1    0.122999604405296697E+00    0.364373539653943274E-02
   2   -0.373272101922216351E+02    0.172280749327602123E+00
   3    0.930232709350449882E+00    0.108069745406202313E-01
   4    0.110851273228630265E+01    0.403203455998460622E-01
   5    0.774134213630564214E-02    0.676520809000917588E-03
   6    0.209931390654765782E+01    0.527105071905173070E-02
   7   -0.177521394223947748E+01    0.209181896763852848E+00
   8   -0.107775100175841465E-01    0.536595200260008443E-02
   9   -0.350250139508800418E+01    0.203965986921627845E+00
  10   -0.214868510443376876E+00    0.930408471296795617E-02
  11   -0.284207605308037514E-01    0.407940018064108512E-01
  12   -0.279167008528150296E+00    0.634659610604975249E-01
  13   -0.207329029019969274E+00    0.713395523058373959E-02
  14   -0.106855924549599446E+01    0.242752057625419612E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.117907730623314513E+00
   2   -0.374990566157879144E+02
   3    0.931719834891641896E+00
   4    0.111646663426509085E+01
   5    0.657269335696469663E-02
   6    0.209576168876444680E+01
   7   -0.169126255392663349E+01
   8   -0.136824417926404568E-02
   9   -0.339308183199728708E+01
  10   -0.232213684320811714E+00
  11   -0.400735763610060858E-01
  12   -0.206324965812687833E+00
  13   -0.209018791057221293E+00
  14   -0.106081399718572023E+01

MAP Parameters
Dim No.        Parameter
   1    0.123261648931091788E+00
   2   -0.370666763497348626E+02
   3    0.926100386289308020E+00
   4    0.113189420841461086E+01
   5    0.785450280998517027E-02
   6    0.208846585278655716E+01
   7   -0.150518193905823949E+01
   8   -0.201873966182288950E-01
   9   -0.332538926685899883E+01
  10   -0.218498501838628151E+00
  11   -0.297960014143867705E-01
  12   -0.201749153328243280E+00
  13   -0.202685480054814127E+00
  14   -0.108877254129567769E+01
