Nested Sampling Global Log-Evidence           :   -0.114341172333539252E+02  +/-    0.324788474480357081E+00
Nested Importance Sampling Global Log-Evidence:   -0.156754726957605968E+02  +/-    0.390547131680138090E-01

Dim No.       Mean        Sigma
   1    0.832358743737823398E-01    0.395069967785334417E-01
   2   -0.237736743031364384E+02    0.336257715206064445E+01
   3    0.889763547307734659E+00    0.198630812630737702E+00
   4    0.129472382517274620E+01    0.273918342721662156E+00
   5    0.905150484486172760E-02    0.310931368766156208E-02
   6    0.168386689185701544E+01    0.979132065817095304E-01
   7   -0.172818569815962331E+01    0.413477909193246229E+00
   8   -0.352948318797577307E-01    0.553014184035137760E-01
   9   -0.329504753715643162E+01    0.314496024159144305E+01
  10   -0.158013680409568147E+00    0.151713175171648174E+00
  11   -0.327284386885085543E-01    0.137478311862488878E+00
  12   -0.260720928706231758E+00    0.203181593086663115E+00
  13   -0.530467238533463836E-01    0.115026699340587485E+00
  14   -0.105753001657084988E+01    0.472279636056249508E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.151037218944671786E+00
   2   -0.182552894949904392E+02
   3    0.110318564989511669E+01
   4    0.107906950010150715E+01
   5    0.149855749820083477E-01
   6    0.165034570418887383E+01
   7   -0.133390533961608515E+01
   8   -0.101677341714310199E-01
   9   -0.734831505072906488E+01
  10   -0.729787400372405581E-01
  11   -0.910034893479325646E-01
  12   -0.542224078177993229E+00
  13   -0.239437858532792203E-01
  14   -0.101512534572485547E+01

MAP Parameters
Dim No.        Parameter
   1    0.151037218944671786E+00
   2   -0.182552894949904392E+02
   3    0.110318564989511669E+01
   4    0.107906950010150715E+01
   5    0.149855749820083477E-01
   6    0.165034570418887383E+01
   7   -0.133390533961608515E+01
   8   -0.101677341714310199E-01
   9   -0.734831505072906488E+01
  10   -0.729787400372405581E-01
  11   -0.910034893479325646E-01
  12   -0.542224078177993229E+00
  13   -0.239437858532792203E-01
  14   -0.101512534572485547E+01
