Nested Sampling Global Log-Evidence           :   -0.231842709662371789E+03  +/-    0.778514252236059856E+00
Nested Importance Sampling Global Log-Evidence:   -0.236498620310221668E+03  +/-    0.477231472581947855E-01

Dim No.       Mean        Sigma
   1    0.184996387666002154E+00    0.877407402161375742E-02
   2   -0.279655718209590027E+02    0.367753289302065134E+00
   3    0.792795681139080943E+00    0.903628441865117309E-02
   4    0.988190060641237711E+00    0.200885528474706726E-01
   5    0.263183141122501629E-01    0.166327813326191780E-02
   6    0.237477970665046856E+01    0.990637118052553438E-02
   7   -0.171517943927369920E+01    0.393797400647604545E+00
   8   -0.703579320740864850E-01    0.212245471229675388E-01
   9   -0.477680039661837341E+01    0.351291655108182033E+01
  10   -0.295311822707326865E+00    0.125941633224160993E+00
  11   -0.995681545439826426E-01    0.123439656730346944E+00
  12   -0.331576544265954731E+00    0.161187348294272170E+00
  13   -0.273477953725355695E-01    0.376235134532987292E-01
  14   -0.105888813741757049E+01    0.490971694657916166E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.187594391220504142E+00
   2   -0.278864769121118741E+02
   3    0.785689899786920498E+00
   4    0.953784544242848420E+00
   5    0.284558281864405425E-01
   6    0.237263773969327252E+01
   7   -0.128638984610547302E+01
   8   -0.722117616662875800E-01
   9   -0.166208785387298952E+01
  10   -0.577233868471396572E+00
  11   -0.253536626332636281E-01
  12   -0.297385822619054330E+00
  13   -0.177992414654200570E-01
  14   -0.110250475206351273E+01

MAP Parameters
Dim No.        Parameter
   1    0.187594391220504142E+00
   2   -0.278864769121118741E+02
   3    0.785689899786920498E+00
   4    0.953784544242848420E+00
   5    0.284558281864405425E-01
   6    0.237263773969327252E+01
   7   -0.128638984610547302E+01
   8   -0.722117616662875800E-01
   9   -0.166208785387298952E+01
  10   -0.577233868471396572E+00
  11   -0.253536626332636281E-01
  12   -0.297385822619054330E+00
  13   -0.177992414654200570E-01
  14   -0.110250475206351273E+01
