Nested Sampling Global Log-Evidence           :   -0.219053580881382182E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.314726050795862111E+01  +/-    0.146359139143126787E+00

Dim No.       Mean        Sigma
   1    0.550650369873354958E-01    0.757488608496929231E-03
   2   -0.224020764898619404E+02    0.646125903963219589E-01
   3    0.611131498897561798E+00    0.451508961731238168E-02
   4    0.157773337080582499E+01    0.139601148905802320E-02
   5    0.969154994965135651E-02    0.191343915110813333E-04
   6    0.170674948950635375E+01    0.217769917399359162E-02
   7   -0.192244869036958033E+01    0.788503098667709679E-01
   8   -0.589406258509736700E-01    0.231894416120852036E-02
   9   -0.141376138531542916E+01    0.732051184242982489E-01
  10   -0.540923259350179625E-01    0.466104045552295353E-02
  11   -0.398641033873227274E-01    0.287785797789458057E-02
  12   -0.394923199352823606E+00    0.584793134238745498E-02
  13   -0.153737491034766277E+00    0.403993314782827902E-02
  14   -0.108575432134536376E+01    0.317431492066281174E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.540564190640782719E-01
   2   -0.224672770536099584E+02
   3    0.611623300931450897E+00
   4    0.157368838998300875E+01
   5    0.968573327374838700E-02
   6    0.171053937902779785E+01
   7   -0.192192310386002640E+01
   8   -0.574838415941565165E-01
   9   -0.134452583715442731E+01
  10   -0.609695562584743819E-01
  11   -0.424998488440639088E-01
  12   -0.403790148292687112E+00
  13   -0.153902244033246594E+00
  14   -0.108965909193627630E+01

MAP Parameters
Dim No.        Parameter
   1    0.550149893197772744E-01
   2   -0.224234999341712218E+02
   3    0.606647967145047984E+00
   4    0.157959561062635157E+01
   5    0.969293844117535310E-02
   6    0.170721529514590209E+01
   7   -0.184576424721348542E+01
   8   -0.581666813915231104E-01
   9   -0.145435441813182065E+01
  10   -0.487489741400937079E-01
  11   -0.348618621323524697E-01
  12   -0.392767572639125040E+00
  13   -0.146789306913099576E+00
  14   -0.107986863015003087E+01
