Nested Sampling Global Log-Evidence           :   -0.265325662475239383E+02  +/-    0.427108836790479063E+00
Nested Importance Sampling Global Log-Evidence:   -0.314963510234492254E+02  +/-    0.828605362776801690E-01

Dim No.       Mean        Sigma
   1    0.649300217547356395E-01    0.429272319337580047E-01
   2   -0.638305414078906974E+01    0.192089428108379456E+01
   3    0.441193347640220612E+00    0.213626407624440989E+00
   4    0.153829646131416342E+01    0.368281022280627368E+00
   5    0.136778183164928645E-01    0.389366505460669301E-02
   6    0.171824267963670874E+01    0.224724290216316902E+00
   7   -0.177767496054552310E+01    0.351258903717562410E+00
   8   -0.589598909497207890E-01    0.850159126947359900E-01
   9   -0.259107524560126246E+01    0.356348240206907940E+01
  10   -0.192100427513583555E+00    0.158253496796398496E+00
  11   -0.318593863151201626E-01    0.143946987287871614E+00
  12   -0.371394074880432357E+00    0.169531592437451889E+00
  13    0.177808932479902843E+00    0.196015637502192169E+00
  14   -0.107213160073108860E+01    0.470468127608913433E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.205880929703374377E-01
   2   -0.654242651044012469E+01
   3    0.305414761361432363E+00
   4    0.175708484150302069E+01
   5    0.165740467648483464E-01
   6    0.202108436882447950E+01
   7   -0.177453156794998557E+01
   8   -0.983271312449131574E-01
   9   -0.710167050304934211E+00
  10   -0.587264115698504230E+00
  11   -0.698769292590750574E-01
  12   -0.283026623555892975E+00
  13   -0.326782054670016475E-01
  14   -0.106752078158142027E+01

MAP Parameters
Dim No.        Parameter
   1    0.205880929703374377E-01
   2   -0.654242651044012469E+01
   3    0.305414761361432363E+00
   4    0.175708484150302069E+01
   5    0.165740467648483464E-01
   6    0.202108436882447950E+01
   7   -0.177453156794998557E+01
   8   -0.983271312449131574E-01
   9   -0.710167050304934211E+00
  10   -0.587264115698504230E+00
  11   -0.698769292590750574E-01
  12   -0.283026623555892975E+00
  13   -0.326782054670016475E-01
  14   -0.106752078158142027E+01
